URL,Suburb ,Postcode,Address,Latitude,Longitude,Bedroom,Bathroom ,Type ,Car Park space,Last sold date,Land size,Y = Sold price,primary_school,secondary_school,preschool,train_station,distance_to_cbd
property-house-vic-oakleigh-115849475,Oakleigh,3166,35 Grant Street,-37.899497,145.097447,3.0,2.0,house,4.0,2014-02-15,295.0,"$810,000",7.0,0.0,5.0,4.0,14484.253364626544
property-house-vic-oakleigh-114325243,Oakleigh,3166,1488 Dandenong Road,-37.897386,145.099078,3.0,1.0,house,2.0,2013-08-10,533.0,"$722,000",6.0,0.0,5.0,3.0,14451.696321091114
property-house-vic-oakleigh-114182159,Oakleigh,3166,13 Winifred Street,-37.895457,145.101846,3.0,1.0,house,2.0,2013-07-27,689.0,"$765,000",6.0,0.0,5.0,2.0,14516.584474775244
property-house-vic-oakleigh-113207747,Oakleigh,3166,3 Parer Street,-37.908938,145.097868,3.0,1.0,house,1.0,2013-04-18,700.0,"$760,000",7.0,0.0,5.0,2.0,15190.486114710231
property-unit-vic-oakleigh-112487663,Oakleigh,3166,1/1 Parer Street,-37.908713,145.097866,2.0,1.0,unit,1.0,2012-12-15,198.0,"$395,000",7.0,0.0,5.0,2.0,15173.718218944681
property-townhouse-vic-oakleigh-111804947,Oakleigh,3166,1/23 Fenton Street,-37.908934,145.110168,4.0,2.0,townhouse,2.0,2012-11-08,400.0,Contact agent,5.0,0.0,4.0,2.0,16011.863567488346
property-townhouse-vic-oakleigh-106926562,Oakleigh,3166,2/15A Golf Links Avenue,-37.905858,145.090813,4.0,2.0,townhouse,2.0,2012-09-29,357.0,"$630,000",7.0,0.0,4.0,4.0,14501.408857156352
property-house-vic-oakleigh-110388073,Oakleigh,3166,1/5 Rua Court,-37.891651,145.101846,2.0,1.0,house,2.0,2012-05-26,346.0,Contact agent,5.0,0.0,3.0,1.0,14269.681424608463
property-house-vic-oakleigh-109048766,Oakleigh,3166,121 Atherton Road,-37.899453,145.096929,4.0,3.0,house,3.0,2012-02-18,528.0,Contact agent,7.0,0.0,5.0,4.0,14445.749142344099
property-house-vic-oakleigh-108434311,Oakleigh,3166,10 Raymond Court,-37.891578,145.103693,2.0,1.0,house,1.0,2011-11-26,692.0,Contact agent,5.0,0.0,3.0,1.0,14398.13176956614
property-house-vic-oakleigh-107893891,Oakleigh,3166,6 Merbow Street,-37.901334,145.099615,4.0,1.0,house,2.0,2011-10-15,660.0,"$751,000",7.0,0.0,5.0,2.0,14760.48815238417
property-house-vic-oakleigh-107395995,Oakleigh,3166,5 Norfolk Avenue,-37.898751,145.100255,3.0,1.0,house,3.0,2011-07-07,604.0,"$620,000",6.0,0.0,5.0,2.0,14626.269397867349
property-townhouse-vic-thornbury-150665160,Thornbury,3071,185 Mansfield Street,-37.75762961,145.0141192,1.0,1.0,townhouse,1.0,2026-04-25,121.0,"$710,000",9.0,1.0,0.0,3.0,7802.6195409367965
property-house-vic-thornbury-150815032,Thornbury,3071,330 Raleigh Street,-37.76147,145.024982,3.0,1.0,house,1.0,2026-04-14,497.0,"$1,155,000",7.0,1.0,1.0,3.0,7990.624001742156
property-house-vic-thornbury-150632248,Thornbury,3071,139 Rossmoyne Street,-37.757946,145.009479,3.0,1.0,house,2.0,2026-04-11,481.0,"$1,685,000",10.0,1.0,0.0,4.0,7571.462284667718
property-house-vic-thornbury-150553604,Thornbury,3071,49 Fenwick Street,-37.762051,145.004953,3.0,1.0,house,2.0,2026-04-11,347.0,"$1,380,000",12.0,2.0,0.0,5.0,6982.534154885377
property-house-vic-thornbury-150489104,Thornbury,3071,210 Harold Street,-37.75504765,144.9851974,3.0,2.0,house,1.0,2026-03-27,360.0,"$1,650,000",9.0,0.0,0.0,4.0,7143.018204404459
property-house-vic-thornbury-150452372,Thornbury,3071,183 Clarendon Street,-37.760841,145.01384,3.0,1.0,house,6.0,2026-03-26,620.0,"$1,650,000",12.0,1.0,0.0,3.0,7484.756483389503
property-house-vic-thornbury-150342448,Thornbury,3071,214 Harold Street,-37.755024,144.984984,2.0,1.0,house,1.0,2026-03-14,360.0,"$1,145,000",9.0,1.0,0.0,4.0,7141.831059468295
property-house-vic-thornbury-150339048,Thornbury,3071,245 Darebin Road,-37.76501,145.017373,3.0,1.0,house,3.0,2026-03-11,547.0,"$1,300,000",10.0,1.0,0.0,5.0,7273.347695998066
property-house-vic-thornbury-150191608,Thornbury,3071,305 Raleigh Street,-37.760995,145.022997,4.0,2.0,house,3.0,2026-03-03,470.0,"$2,075,000",9.0,1.0,1.0,0.0,7926.165159976241
property-house-vic-thornbury-150060952,Thornbury,3071,16 Collins Street,-37.755075,145.002746,3.0,1.0,house,2.0,2026-02-14,358.0,"$1,790,000",11.0,1.0,0.0,5.0,7603.164845940149
property-house-vic-thornbury-150006016,Thornbury,3071,45 Rennie Street,-37.753245,144.990003,3.0,1.0,house,1.0,2026-02-07,432.0,"$1,250,000",10.0,0.0,0.0,5.0,7434.00451647891
property-house-vic-thornbury-148984644,Thornbury,3071,164 Dundas Street,-37.754306,145.018044,3.0,2.0,house,2.0,2026-02-03,865.0,"$1,800,000",8.0,1.0,1.0,2.0,8297.239829089624
property-house-vic-thornbury-146963228,Thornbury,3071,118 Normanby Avenue,-37.758226,144.989346,3.0,1.0,house,3.0,2026-01-31,495.0,"$1,265,000",13.0,1.0,0.0,4.0,6883.856898344588
property-house-vic-thornbury-149687460,Thornbury,3071,41A Normanby Avenue,-37.75923783,144.9964448,2.0,1.0,house,1.0,2026-01-30,255.0,"$1,250,000",13.0,1.0,0.0,4.0,6967.734932361294
property-house-vic-thornbury-150004420,Thornbury,3071,155B Gooch Street,-37.75886366,145.0105941,4.0,3.0,house,2.0,2026-01-27,317.0,"$2,150,000",10.0,1.0,0.0,4.0,7529.003107386397
property-house-vic-thornbury-149539584,Thornbury,3071,154 Dundas Street,-37.75422,145.017207,2.0,1.0,house,4.0,2026-01-13,527.0,"$1,285,000",8.0,1.0,0.0,2.0,8267.298440802908
property-house-vic-thornbury-149596100,Thornbury,3071,15 Flinders Street,-37.755607,145.002766,3.0,1.0,house,1.0,2025-12-22,357.0,"$1,300,000",11.0,1.0,0.0,5.0,7549.484976073243
property-house-vic-thornbury-149473972,Thornbury,3071,172 Raleigh Street,-37.76004289,145.0112178,4.0,2.0,house,2.0,2025-12-17,289.0,"$1,535,000",11.0,1.0,0.0,4.0,7442.128592777918
property-house-vic-thornbury-149609848,Thornbury,3071,48 Martin Street,-37.761358,145.003394,3.0,2.0,house,2.0,2025-12-11,450.0,"$1,530,000",13.0,2.0,0.0,4.0,6990.55117645342
property-apartment-vic-thornbury-149642528,Thornbury,3071,9/109 Flinders Street,-37.75653332,145.0113025,2.0,1.0,apartment,1.0,2025-12-11,986.0,"$735,000",8.0,1.0,0.0,3.0,7785.913485815181
property-townhouse-vic-thornbury-149337664,Thornbury,3071,17A Ethel Street,-37.753245,144.99923,3.0,1.0,townhouse,2.0,2025-12-05,164.0,"$1,200,000",10.0,0.0,0.0,5.0,7677.663640822596
property-house-vic-thornbury-149742840,Thornbury,3071,47 Swift Street,-37.762871,145.017214,3.0,1.0,house,2.0,2025-12-03,492.0,"$1,480,000",12.0,1.0,0.0,4.0,7459.252676821775
property-house-vic-thornbury-149538328,Thornbury,3071,227 Mansfield Street,-37.75799,145.017401,3.0,1.0,house,3.0,2025-11-29,458.0,"$1,440,000",9.0,1.0,0.0,2.0,7919.969534718153
property-house-vic-thornbury-149556924,Thornbury,3071,12 Kelvin Grove,-37.762732,145.002585,3.0,1.0,house,1.0,2025-11-28,413.0,"$1,410,000",13.0,1.0,0.0,6.0,6822.046498324857
property-house-vic-thornbury-149399292,Thornbury,3071,185 Clarendon Street,-37.760862,145.014044,3.0,1.0,house,2.0,2025-11-26,641.0,"$1,647,500",12.0,1.0,0.0,3.0,7492.276124923997
property-house-vic-thornbury-149488520,Thornbury,3071,99 Woolton Avenue,-37.760417,144.989911,3.0,1.0,house,1.0,2025-11-22,426.0,"$1,410,000",11.0,1.0,1.0,5.0,6662.741502190927
property-house-vic-thornbury-149477672,Thornbury,3071,13 Gooch Street,-37.757943,145.001863,2.0,1.0,house,3.0,2025-11-22,353.0,"$1,293,000",12.0,0.0,0.0,4.0,7279.574578145412
property-townhouse-vic-thornbury-149461684,Thornbury,3071,15 Ibis Place,-37.76086812,145.0265812,3.0,2.0,townhouse,2.0,2025-11-22,130.0,"$854,000",7.0,1.0,1.0,3.0,8130.397661162207
property-house-vic-thornbury-149462216,Thornbury,3071,286 Victoria Road,-37.76184006,145.0129304,3.0,1.0,house,1.0,2025-11-20,332.0,"$1,280,000",12.0,1.0,0.0,5.0,7348.191223479704
property-house-vic-thornbury-149332980,Thornbury,3071,80 Fyffe Street,-37.753541,144.987839,3.0,2.0,house,1.0,2025-11-18,379.0,"$1,750,000",11.0,1.0,0.0,4.0,7356.533818645925
property-house-vic-thornbury-149249880,Thornbury,3071,15 Hill Street,-37.754804,144.98314,4.0,2.0,house,1.0,2025-11-10,512.0,"$1,837,500",8.0,1.0,0.0,5.0,7135.370324352488
property-house-vic-thornbury-149339036,Thornbury,3071,59 Comas Grove,-37.751389,144.985309,3.0,1.0,house,1.0,2025-11-10,409.0,"$1,750,000",12.0,1.0,1.0,4.0,7543.793454151747
property-house-vic-thornbury-149405836,Thornbury,3071,51 Martin Street,-37.761178,145.004455,4.0,2.0,house,2.0,2025-11-07,478.0,"$2,410,000",13.0,2.0,0.0,4.0,7049.542849812272
property-unit-vic-thornbury-148978940,Thornbury,3071,11/70 Collins Street,-37.755343,145.007502,1.0,1.0,unit,1.0,2025-11-03,50.0,"$375,000",10.0,1.0,0.0,5.0,7749.960716146554
property-apartment-vic-thornbury-149328792,Thornbury,3071,4/46 Smith Street,-37.75722964,144.9965595,2.0,1.0,apartment,1.0,2025-11-01,678.0,"$588,000",13.0,1.0,0.0,4.0,7180.857215322613
property-house-vic-thornbury-149194416,Thornbury,3071,33 Clapham Street,-37.75453065,144.9979731,3.0,2.0,house,2.0,2025-10-31,242.0,"$1,330,000",13.0,0.0,0.0,5.0,7505.357274151061
property-townhouse-vic-thornbury-149366996,Thornbury,3071,25 Sparks Avenue,-37.76128976,145.025598,2.0,2.0,townhouse,1.0,2025-10-29,133.0,"$750,800",7.0,1.0,1.0,3.0,8039.895524242996
property-house-vic-thornbury-149335380,Thornbury,3071,277 Victoria Road,-37.762296,145.012473,3.0,1.0,house,2.0,2025-10-28,480.0,"$1,250,000",13.0,1.0,0.0,5.0,7283.911717421171
property-house-vic-thornbury-149214736,Thornbury,3071,122 Woolton Avenue,-37.759972,144.988175,5.0,3.0,house,3.0,2025-10-26,476.0,"$2,900,000",12.0,1.0,0.0,4.0,6669.675024601666
property-house-vic-thornbury-149209708,Thornbury,3071,85 Darebin Road,-37.763936,145.007185,3.0,1.0,house,2.0,2025-10-25,470.0,"$1,475,000",11.0,2.0,0.0,7.0,6890.468468776098
property-house-vic-thornbury-149203872,Thornbury,3071,40 Armadale Street,-37.76013493,145.0021651,4.0,1.0,house,2.0,2025-10-25,404.0,"$1,325,000",13.0,1.0,0.0,4.0,7067.755228078771
property-townhouse-vic-thornbury-149262648,Thornbury,3071,35A Clapham Street,-37.754402,144.997709,3.0,1.0,townhouse,1.0,2025-10-21,113.0,"$1,110,000",13.0,0.0,0.0,5.0,7510.916014175901
property-house-vic-thornbury-149213980,Thornbury,3071,172 Dundas Street,-37.75438,145.018689,3.0,2.0,house,4.0,2025-10-20,660.0,"$1,760,000",8.0,1.0,1.0,2.0,8319.96015459904
property-house-vic-thornbury-149085468,Thornbury,3071,72 Rossmoyne Street,-37.757751,145.004876,5.0,3.0,house,1.0,2025-10-10,427.0,"$2,365,000",11.0,1.0,0.0,4.0,7408.592456007953
property-townhouse-vic-thornbury-148926144,Thornbury,3071,1/116 Normanby Avenue,-37.75822238,144.989525,2.0,2.0,townhouse,1.0,2025-09-30,116.0,"$786,500",13.0,1.0,0.0,4.0,6888.391467387448
property-house-vic-thornbury-149002144,Thornbury,3071,113 Keon Street,-37.751829,144.985751,3.0,2.0,house,1.0,2025-09-27,368.0,"$1,675,000",11.0,1.0,1.0,4.0,7503.4123457520645
property-house-vic-thornbury-148862524,Thornbury,3071,182A Collins Street,-37.756191,145.018698,4.0,3.0,house,2.0,2025-09-23,420.0,"$2,250,000",8.0,1.0,1.0,2.0,8149.9271470945205
property-house-vic-thornbury-148828080,Thornbury,3071,12 Speight Street,-37.762258,145.007559,3.0,1.0,house,2.0,2025-09-22,446.0,"$1,385,000",12.0,1.0,0.0,5.0,7069.535647973421
property-house-vic-thornbury-148880200,Thornbury,3071,295 Gooch Street,-37.760385,145.024784,3.0,2.0,house,2.0,2025-09-20,472.0,"$1,485,000",6.0,1.0,1.0,0.0,8075.2183091929455
property-house-vic-thornbury-148816232,Thornbury,3071,29 Raleigh Street,-37.758829,145.002531,3.0,2.0,house,1.0,2025-09-13,380.0,"$1,785,000",12.0,1.0,0.0,4.0,7213.291048083576
property-house-vic-thornbury-148893704,Thornbury,3071,3 Bradley Avenue,-37.761352,144.991929,3.0,2.0,house,2.0,2025-09-09,436.0,"$1,530,000",10.0,1.0,1.0,5.0,6615.313683886587
property-house-vic-thornbury-148630268,Thornbury,3071,113 Collins Street,-37.755699,145.013569,4.0,1.0,house,2.0,2025-08-30,492.0,"$1,625,000",8.0,1.0,0.0,3.0,7963.968434413655
property-house-vic-thornbury-148641980,Thornbury,3071,308 Victoria Road,-37.759956,145.013217,2.0,1.0,house,1.0,2025-08-23,376.0,"$1,300,000",11.0,1.0,0.0,4.0,7539.959638338617
property-villa-vic-thornbury-148599628,Thornbury,3071,1/79 Fyffe Street,-37.75377765,144.9872129,2.0,1.0,villa,2.0,2025-08-16,230.0,"$1,040,000",11.0,1.0,0.0,4.0,7318.537893748217
property-house-vic-thornbury-148480912,Thornbury,3071,273 Victoria Road,-37.763167,145.012325,2.0,1.0,house,2.0,2025-08-13,352.0,"$901,000",13.0,1.0,0.0,5.0,7194.852554208301
property-townhouse-vic-thornbury-148425296,Thornbury,3071,163A Collins Street,-37.755841,145.018253,4.0,3.0,townhouse,2.0,2025-08-08,275.0,"$1,870,000",8.0,1.0,1.0,2.0,8161.862322543816
property-townhouse-vic-thornbury-148396728,Thornbury,3071,4 Aviary Grove,-37.76130133,145.0259587,2.0,2.0,townhouse,1.0,2025-08-08,65.0,"$612,000",7.0,1.0,1.0,3.0,8058.611147922485
property-house-vic-thornbury-148444188,Thornbury,3071,124 Smith Street,-37.756538,144.990743,2.0,1.0,house,1.0,2025-08-04,360.0,"$1,054,000",11.0,1.0,0.0,4.0,7097.542715499571
property-house-vic-thornbury-148275108,Thornbury,3071,10 Hobson Street,-37.75467,144.992224,3.0,1.0,house,2.0,2025-08-02,453.0,"$1,520,000",13.0,0.0,0.0,5.0,7333.147911241012
property-apartment-vic-thornbury-147982192,Thornbury,3071,14/42-44 Clarendon Street,-37.76001565,145.0033671,3.0,1.0,apartment,1.0,2025-07-23,1755.0,"$950,000",13.0,2.0,0.0,4.0,7124.2424200068
property-house-vic-thornbury-147895748,Thornbury,3071,11A Smith Street,-37.75774,144.998894,3.0,1.0,house,4.0,2025-06-13,416.0,"$1,420,000",13.0,0.0,0.0,4.0,7200.353636578972
property-house-vic-thornbury-147960428,Thornbury,3071,9 Walsh Avenue,-37.757651,145.023417,3.0,1.0,house,2.0,2025-06-06,265.0,"$1,063,000",7.0,1.0,1.0,0.0,8247.860685615587
property-house-vic-thornbury-147738216,Thornbury,3071,169 Clarendon Street,-37.760573,145.011316,3.0,2.0,house,2.0,2025-06-03,700.0,"$1,880,000",11.0,1.0,0.0,4.0,7395.527555267413
property-house-vic-thornbury-147965968,Thornbury,3071,82B Collins Street,-37.755513,145.009044,3.0,2.0,house,2.0,2025-06-02,304.0,"$1,515,000",9.0,1.0,0.0,3.0,7793.557917946887
property-house-vic-thornbury-147800304,Thornbury,3071,11 Harold Street,-37.756931,144.999529,3.0,1.0,house,1.0,2025-05-31,406.0,"$1,860,000",12.0,0.0,0.0,4.0,7304.552663849164
property-townhouse-vic-thornbury-147849724,Thornbury,3071,6/4 Strettle Street,-37.7548845,144.9824562,3.0,2.0,townhouse,1.0,2025-05-31,207.0,"$1,350,000",9.0,1.0,0.0,4.0,7116.165340032333
property-house-vic-thornbury-147981556,Thornbury,3071,14 Martin Street,-37.76115555,145.0014231,2.0,1.0,house,2.0,2025-05-31,395.0,"$1,276,000",14.0,1.0,0.0,5.0,6937.443918720425
property-house-vic-thornbury-148084980,Thornbury,3071,148 Ballantyne Street,-37.75714574,144.9883668,3.0,1.0,house,4.0,2025-05-31,515.0,"$1,040,000",12.0,1.0,0.0,4.0,6978.115448548028
property-house-vic-thornbury-147704764,Thornbury,3071,12 Blythe Street,-37.75394,145.000143,3.0,1.0,house,3.0,2025-05-28,426.0,"$1,270,000",11.0,0.0,0.0,5.0,7633.871563646169
property-house-vic-thornbury-147959604,Thornbury,3071,125 Flinders Street,-37.756777,145.01337,3.0,1.0,house,2.0,2025-05-23,470.0,"$1,380,000",8.0,1.0,0.0,3.0,7851.229251599062
property-house-vic-thornbury-147889920,Thornbury,3071,5 Strettle Street,-37.755189,144.983038,3.0,1.0,house,4.0,2025-05-21,600.0,"$1,600,000",8.0,1.0,0.0,5.0,7091.649385256372
property-house-vic-thornbury-147844624,Thornbury,3071,299 Raleigh Street,-37.76095,145.022487,4.0,2.0,house,3.0,2025-05-17,470.0,"$1,505,000",9.0,1.0,1.0,0.0,7903.322397494789
property-house-vic-thornbury-147854240,Thornbury,3071,265 Raleigh Street,-37.76048,145.018107,3.0,1.0,house,3.0,2025-05-17,430.0,"$1,400,000",8.0,1.0,0.0,2.0,7722.900266190805
property-house-vic-thornbury-147967524,Thornbury,3071,300 Gillies Street,-37.765066,145.019108,3.0,1.0,house,1.0,2025-05-14,601.0,"$1,485,000",9.0,1.0,0.0,4.0,7358.905960553573
property-unit-vic-thornbury-147477964,Thornbury,3071,9/56 Pender Street,-37.754464,145.00947,1.0,1.0,unit,1.0,2025-05-12,1048.0,"$375,000",9.0,1.0,0.0,4.0,7914.518828495234
property-house-vic-thornbury-147769956,Thornbury,3071,138 Gooch Street,-37.759069,145.00979,3.0,1.0,house,2.0,2025-05-10,374.0,"$1,235,000",10.0,1.0,0.0,4.0,7474.757546989469
property-house-vic-thornbury-147575396,Thornbury,3071,76 Harold Street,-37.75620417,144.9955223,4.0,2.0,house,1.0,2025-04-14,480.0,"$1,570,000",12.0,0.0,0.0,5.0,7258.180271625062
property-house-vic-thornbury-147562532,Thornbury,3071,29 Newman Street,-37.756875,144.986239,4.0,2.0,house,1.0,2025-04-10,334.0,"$1,710,000",10.0,1.0,0.0,4.0,6963.7242049250335
property-house-vic-thornbury-146980556,Thornbury,3071,214 Dundas Street,-37.754742,145.022028,3.0,1.0,house,4.0,2025-04-09,690.0,"$1,135,000",7.0,1.0,1.0,0.0,8444.76403929766
property-house-vic-thornbury-147290288,Thornbury,3071,75 Flinders Street,-37.756074,145.006953,4.0,2.0,house,2.0,2025-03-15,923.0,"$2,500,000",11.0,1.0,0.0,4.0,7655.745128685639
property-house-vic-thornbury-147310548,Thornbury,3071,325 Rossmoyne Street,-37.759421,145.023186,2.0,1.0,house,2.0,2025-03-15,470.0,"$1,170,000",8.0,1.0,1.0,0.0,8076.575568101749
property-house-vic-thornbury-147159416,Thornbury,3071,6 Harold Street,-37.756721,144.999898,3.0,1.0,house,2.0,2025-03-01,625.0,"$1,630,000",11.0,0.0,0.0,4.0,7338.275341867165
property-house-vic-thornbury-147166824,Thornbury,3071,77 Rennie Street,-37.75293597,144.9875398,2.0,1.0,house,1.0,2025-03-01,357.0,"$1,415,000",11.0,1.0,1.0,4.0,7416.171268554109
property-house-vic-thornbury-147055048,Thornbury,3071,94 Collins Street,-37.755678,145.010732,3.0,1.0,house,2.0,2025-02-15,696.0,"$1,910,000",9.0,1.0,0.0,3.0,7845.812242326898
property-townhouse-vic-thornbury-146595292,Thornbury,3071,13 Ibis Place,-37.76096376,145.0265751,3.0,1.0,townhouse,1.0,2025-02-08,71.0,"$730,000",7.0,1.0,1.0,3.0,8121.759071037319
property-house-vic-thornbury-146335192,Thornbury,3071,366 Victoria Road,-37.756047,145.013889,3.0,1.0,house,4.0,2025-01-09,618.0,"$1,310,000",8.0,1.0,0.0,3.0,7944.341327259883
property-house-vic-thornbury-146820092,Thornbury,3071,76 Hutton Street,-37.75478521,144.9907895,4.0,3.0,house,2.0,2024-12-22,266.0,"$1,585,000",12.0,0.0,0.0,5.0,7286.381859322884
property-house-vic-thornbury-146063436,Thornbury,3071,63 Speight Street,-37.762419,145.011766,5.0,2.0,house,4.0,2024-12-03,550.0,"$3,050,000",12.0,1.0,0.0,5.0,7239.683253199572
property-house-vic-thornbury-146543076,Thornbury,3071,123 Rennie Street,-37.752591,144.984471,3.0,1.0,house,2.0,2024-11-27,475.0,"$1,301,000",11.0,1.0,1.0,4.0,7398.602255876843
property-house-vic-thornbury-146354196,Thornbury,3071,23 Gooch Street,-37.758007,145.00244,3.0,1.0,house,3.0,2024-11-23,381.0,"$1,150,000",12.0,1.0,0.0,4.0,7293.466143814117
property-house-vic-thornbury-146409616,Thornbury,3071,52 Fyffe Street,-37.753777,144.990057,3.0,1.0,house,1.0,2024-11-15,357.0,"$1,290,000",10.0,0.0,0.0,5.0,7377.955247523432
property-unit-vic-thornbury-146429844,Thornbury,3071,6/30 Kemp Street,-37.76180113,144.9941468,2.0,1.0,unit,1.0,2024-11-06,828.0,"$540,000",13.0,1.0,1.0,5.0,6630.759116175338
property-house-vic-thornbury-146190688,Thornbury,3071,23 Kemp Street,-37.762153,144.994496,4.0,2.0,house,1.0,2024-10-26,724.0,"$1,950,000",13.0,1.0,1.0,5.0,6604.3578446286665
property-house-vic-thornbury-145890920,Thornbury,3071,205 Gooch Street,-37.759411,145.015638,4.0,3.0,house,1.0,2024-09-17,470.0,"$1,967,500",9.0,1.0,0.0,2.0,7703.46007309319
property-house-vic-thornbury-145629364,Thornbury,3071,95 Keon Street,-37.751947,144.986861,3.0,2.0,house,1.0,2024-09-10,371.0,"$1,795,000",12.0,1.0,1.0,4.0,7510.5839503097295
property-house-vic-thornbury-145751072,Thornbury,3071,170 Rossmoyne Street,-37.758427,145.011283,3.0,1.0,house,2.0,2024-09-07,705.0,"$1,860,000",10.0,1.0,0.0,4.0,7600.988188550401
property-house-vic-thornbury-145712208,Thornbury,3071,149 Collins Street,-37.755714,145.017099,3.0,1.0,house,3.0,2024-08-31,526.0,"$1,275,000",9.0,1.0,0.0,3.0,8120.334561559864
property-unitblock-vic-thornbury-144857076,Thornbury,3071,45 Hutton Street,-37.7557249,144.9966633,8.0,4.0,unitblock,8.0,2024-08-27,901.0,"$2,425,000",13.0,0.0,0.0,5.0,7341.479401491615
property-house-vic-thornbury-145649344,Thornbury,3071,183 Rossmoyne Street,-37.758309,145.012807,3.0,1.0,house,3.0,2024-08-24,482.0,"$1,370,000",9.0,1.0,0.0,3.0,7679.015034004399
property-house-vic-thornbury-145592216,Thornbury,3071,141 Mansfield Street,-37.757293,145.010813,4.0,1.0,house,3.0,2024-08-17,656.0,"$1,881,000",9.0,1.0,0.0,4.0,7691.152137542505
property-house-vic-thornbury-145187488,Thornbury,3071,350 Victoria Road,-37.757107,145.013702,3.0,1.0,house,1.0,2024-06-29,480.0,"$1,055,000",9.0,1.0,0.0,3.0,7834.109348356104
property-villa-vic-thornbury-145240832,Thornbury,3071,2/379 Station Street,-37.75993046,145.0215587,2.0,1.0,villa,2.0,2024-06-28,148.0,"$630,000",6.0,1.0,1.0,0.0,7946.68032147435
property-house-vic-thornbury-145072580,Thornbury,3071,46 Ballantyne Street,-37.75806256,144.996252,3.0,2.0,house,3.0,2024-06-15,613.0,"$1,800,000",13.0,1.0,0.0,4.0,7084.568588052266
property-house-vic-thornbury-144871900,Thornbury,3071,326 Victoria Road,-37.758851,145.013405,2.0,1.0,house,2.0,2024-05-18,426.0,"$950,000",10.0,1.0,0.0,3.0,7653.799295958961
property-house-vic-thornbury-144513092,Thornbury,3071,31 Raleigh Street,-37.75884,145.002645,3.0,1.0,house,3.0,2024-05-03,333.0,"$1,455,000",12.0,1.0,0.0,4.0,7216.3014473553885
property-house-vic-thornbury-144656296,Thornbury,3071,9 Flinders Street,-37.755564,145.00237,4.0,1.0,house,1.0,2024-04-27,441.0,"$1,480,000",11.0,1.0,0.0,5.0,7540.185813742119
property-house-vic-thornbury-144600548,Thornbury,3071,279 Rathmines Street,-37.764801,145.018354,3.0,1.0,house,4.0,2024-04-22,661.0,"$1,355,000",10.0,1.0,0.0,4.0,7342.985907752046
property-apartment-vic-thornbury-144737720,Thornbury,3071,5/85 Hutton Street,-37.75538524,144.9935337,2.0,2.0,apartment,1.0,2024-04-18,95.0,"$612,000",12.0,0.0,0.0,5.0,7290.3619215061835
property-house-vic-thornbury-144446156,Thornbury,3071,155 Ballantyne Street,-37.757429,144.988585,3.0,1.0,house,2.0,2024-04-14,664.0,"$1,315,000",12.0,1.0,0.0,4.0,6952.37036709154
property-house-vic-thornbury-144561688,Thornbury,3071,16 Kelvin Grove,-37.76254035,145.0026596,2.0,1.0,house,1.0,2024-04-06,208.0,"$1,640,000",13.0,1.0,0.0,6.0,6844.087558799362
property-house-vic-thornbury-144481160,Thornbury,3071,7 Rossmoyne Street,-37.757184,145.002023,4.0,1.0,house,3.0,2024-04-06,650.0,"$1,620,000",11.0,0.0,0.0,4.0,7362.599453087951
property-house-vic-thornbury-144446820,Thornbury,3071,169 Hutton Street,-37.754679,144.986923,3.0,1.0,house,1.0,2024-04-04,355.0,"$1,143,100",10.0,0.0,0.0,4.0,7215.157792305496
property-house-vic-thornbury-144342668,Thornbury,3071,251 Gooch St,-37.759892,145.020143,3.0,1.0,house,1.0,2024-03-26,556.0,"$1,340,000",6.0,1.0,1.0,1.0,7878.227786693445
property-house-vic-thornbury-144378204,Thornbury,3071,46 Johnson Street,-37.762418,144.998961,3.0,2.0,house,3.0,2024-03-15,442.0,"$1,613,000",15.0,1.0,0.0,5.0,6721.59709035033
property-house-vic-thornbury-144135892,Thornbury,3071,230 Rossmoyne Street,-37.75875776,145.0146698,2.0,1.0,house,4.0,2024-03-02,780.0,"$1,800,000",9.0,1.0,0.0,3.0,7720.175740658443
property-house-vic-thornbury-144115836,Thornbury,3071,5 Jones Street,-37.757845,145.022695,3.0,1.0,house,2.0,2024-02-24,669.0,"$1,350,000",6.0,1.0,1.0,0.0,8193.476266813
property-unitblock-vic-thornbury-143260140,Thornbury,3071,1-7/10 Murray Street,-37.754247,144.99539,9.0,7.0,unitblock,8.0,2023-12-20,762.0,"$2,100,000",13.0,0.0,0.0,5.0,7460.774677708615
property-house-vic-thornbury-143678812,Thornbury,3071,94 Smith Street,-37.756771,144.992802,3.0,1.0,house,1.0,2023-12-13,425.0,"$1,137,000",11.0,1.0,0.0,4.0,7124.116644235998
property-house-vic-thornbury-143642720,Thornbury,3071,117A Flinders Street,-37.756671,145.012431,4.0,2.0,house,4.0,2023-12-12,645.0,"$1,500,000",8.0,1.0,0.0,3.0,7820.644768663344
property-house-vic-thornbury-143634852,Thornbury,3071,13 Normanby Avenue,-37.759516,144.998949,3.0,1.0,house,2.0,2023-12-09,349.0,"$1,480,000",13.0,1.0,0.0,4.0,7018.880163947202
property-house-vic-thornbury-143526128,Thornbury,3071,16 Bradley Avenue,-37.761013,144.991042,2.0,1.0,house,2.0,2023-12-06,439.0,"$1,302,500",10.0,1.0,1.0,5.0,6627.770639930844
property-house-vic-thornbury-143526540,Thornbury,3071,215 Raleigh Street,-37.760276,145.016171,3.0,1.0,house,2.0,2023-11-25,469.0,"$1,405,000",8.0,1.0,0.0,2.0,7647.73369259319
