URL,primary_school,secondary_school,preschool,train_station
property-house-vic-reservoir-147927596,7.0,1.0,2.0,3.0
property-house-vic-reservoir-147948336,5.0,1.0,1.0,1.0
property-house-vic-reservoir-147948360,8.0,2.0,3.0,3.0
property-house-vic-reservoir-147953536,8.0,1.0,2.0,3.0
property-house-vic-reservoir-147955504,9.0,1.0,2.0,3.0
property-house-vic-reservoir-147962800,10.0,0.0,1.0,4.0
property-house-vic-reservoir-147967148,5.0,2.0,2.0,0.0
property-house-vic-reservoir-148017044,12.0,1.0,2.0,3.0
property-house-vic-reservoir-148030000,10.0,1.0,2.0,3.0
property-house-vic-reservoir-148032196,8.0,1.0,3.0,3.0
property-house-vic-reservoir-148034148,6.0,0.0,1.0,0.0
property-house-vic-reservoir-148051104,11.0,1.0,2.0,3.0
property-house-vic-reservoir-148073372,4.0,1.0,2.0,2.0
property-house-vic-reservoir-148078612,10.0,0.0,1.0,3.0
property-house-vic-reservoir-148092068,6.0,2.0,2.0,2.0
property-house-vic-reservoir-148103784,6.0,1.0,1.0,3.0
property-house-vic-reservoir-148121060,7.0,1.0,2.0,3.0
property-house-vic-reservoir-148126124,9.0,1.0,2.0,2.0
property-house-vic-reservoir-148144664,5.0,2.0,1.0,0.0
property-house-vic-reservoir-148151868,7.0,0.0,1.0,2.0
property-house-vic-reservoir-148153024,7.0,1.0,2.0,3.0
property-house-vic-reservoir-148160048,4.0,2.0,1.0,1.0
property-house-vic-reservoir-148183848,8.0,1.0,2.0,0.0
property-house-vic-reservoir-148188324,5.0,1.0,2.0,2.0
property-house-vic-reservoir-148210236,9.0,1.0,2.0,2.0
property-house-vic-reservoir-148212204,4.0,1.0,2.0,2.0
property-house-vic-reservoir-148217636,7.0,1.0,1.0,1.0
property-house-vic-reservoir-148220120,6.0,1.0,2.0,2.0
property-house-vic-reservoir-148229132,8.0,1.0,3.0,3.0
property-house-vic-reservoir-148230544,7.0,1.0,1.0,1.0
property-house-vic-reservoir-148240452,6.0,1.0,2.0,0.0
property-house-vic-reservoir-148285024,8.0,1.0,2.0,2.0
property-house-vic-reservoir-148287320,6.0,0.0,2.0,3.0
property-house-vic-reservoir-148300708,10.0,1.0,2.0,3.0
property-house-vic-reservoir-148332056,11.0,1.0,2.0,3.0
property-house-vic-reservoir-148343532,8.0,1.0,3.0,3.0
property-house-vic-reservoir-148354200,5.0,0.0,0.0,2.0
property-house-vic-reservoir-148364288,12.0,1.0,2.0,2.0
property-house-vic-reservoir-148364792,6.0,1.0,3.0,2.0
property-house-vic-reservoir-148364952,11.0,0.0,2.0,4.0
property-house-vic-reservoir-148408316,4.0,2.0,2.0,1.0
property-house-vic-reservoir-148412780,7.0,1.0,2.0,3.0
property-house-vic-reservoir-148412856,6.0,0.0,1.0,0.0
property-house-vic-reservoir-148420300,7.0,1.0,4.0,3.0
property-house-vic-reservoir-148428612,8.0,1.0,1.0,2.0
property-house-vic-reservoir-148442384,5.0,1.0,2.0,3.0
property-house-vic-reservoir-148456652,8.0,1.0,2.0,3.0
property-house-vic-reservoir-148470212,12.0,1.0,2.0,3.0
property-house-vic-reservoir-148484520,9.0,1.0,2.0,2.0
property-house-vic-reservoir-148535776,9.0,1.0,2.0,0.0
property-house-vic-reservoir-148537532,6.0,1.0,2.0,0.0
property-house-vic-reservoir-148545072,5.0,2.0,2.0,1.0
property-house-vic-reservoir-148550640,6.0,0.0,0.0,2.0
property-house-vic-reservoir-148576752,6.0,0.0,2.0,1.0
property-house-vic-reservoir-148580084,10.0,1.0,2.0,2.0
property-house-vic-reservoir-148621104,7.0,1.0,2.0,0.0
property-house-vic-reservoir-148632488,7.0,2.0,2.0,1.0
property-house-vic-reservoir-148642172,6.0,0.0,1.0,0.0
property-house-vic-reservoir-148647612,9.0,1.0,2.0,2.0
property-house-vic-reservoir-148666596,3.0,2.0,2.0,2.0
property-house-vic-reservoir-148668720,9.0,2.0,3.0,3.0
property-house-vic-reservoir-148673608,10.0,0.0,2.0,3.0
property-house-vic-reservoir-148677928,12.0,1.0,2.0,3.0
property-house-vic-reservoir-148704064,7.0,2.0,4.0,3.0
property-house-vic-reservoir-148718484,7.0,1.0,2.0,3.0
property-house-vic-reservoir-148728576,10.0,1.0,2.0,2.0
property-house-vic-reservoir-148743200,12.0,1.0,2.0,2.0
property-house-vic-reservoir-148750512,4.0,1.0,1.0,1.0
property-house-vic-reservoir-148774944,7.0,0.0,1.0,2.0
property-house-vic-reservoir-148780236,9.0,1.0,3.0,4.0
property-house-vic-reservoir-148781840,7.0,1.0,3.0,2.0
property-house-vic-reservoir-148784536,5.0,0.0,0.0,2.0
property-house-vic-reservoir-148794016,5.0,1.0,0.0,2.0
property-house-vic-reservoir-148807504,8.0,1.0,2.0,3.0
property-house-vic-reservoir-148810388,12.0,1.0,2.0,2.0
property-house-vic-reservoir-148813280,9.0,0.0,2.0,3.0
property-house-vic-reservoir-148817680,10.0,0.0,1.0,3.0
property-house-vic-reservoir-148823100,11.0,0.0,2.0,4.0
property-house-vic-reservoir-148824300,5.0,3.0,2.0,1.0
property-house-vic-reservoir-148825092,8.0,1.0,2.0,3.0
property-house-vic-reservoir-148838740,5.0,1.0,2.0,3.0
property-house-vic-reservoir-148843764,5.0,1.0,0.0,2.0
property-house-vic-reservoir-148859588,7.0,1.0,2.0,3.0
property-house-vic-reservoir-148866764,7.0,1.0,1.0,2.0
property-house-vic-reservoir-148866768,9.0,0.0,2.0,2.0
property-house-vic-reservoir-148871492,8.0,1.0,2.0,0.0
property-house-vic-reservoir-148876532,8.0,1.0,2.0,3.0
property-house-vic-reservoir-148878728,6.0,1.0,2.0,2.0
property-house-vic-reservoir-148885296,6.0,0.0,0.0,2.0
property-house-vic-reservoir-148886600,9.0,1.0,2.0,2.0
property-house-vic-reservoir-148914296,9.0,0.0,1.0,4.0
property-house-vic-reservoir-148915276,10.0,1.0,2.0,1.0
property-house-vic-reservoir-148966632,9.0,1.0,2.0,3.0
property-house-vic-reservoir-148978624,7.0,1.0,2.0,3.0
property-house-vic-reservoir-148994344,9.0,1.0,1.0,3.0
property-house-vic-reservoir-148994364,7.0,1.0,1.0,2.0
property-house-vic-reservoir-148994368,5.0,1.0,2.0,2.0
property-house-vic-reservoir-149000796,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149021996,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149023468,9.0,1.0,2.0,2.0
property-house-vic-reservoir-149037096,5.0,0.0,0.0,1.0
property-house-vic-reservoir-149043952,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149044712,7.0,1.0,3.0,3.0
property-house-vic-reservoir-149057660,10.0,1.0,2.0,1.0
property-house-vic-reservoir-149059320,10.0,1.0,2.0,3.0
property-house-vic-reservoir-149060932,12.0,1.0,2.0,2.0
property-house-vic-reservoir-149066600,10.0,0.0,2.0,4.0
property-house-vic-reservoir-149075120,6.0,1.0,2.0,2.0
property-house-vic-reservoir-149090648,5.0,2.0,2.0,0.0
property-house-vic-reservoir-149090896,9.0,1.0,2.0,2.0
property-house-vic-reservoir-149099052,6.0,0.0,1.0,1.0
property-house-vic-reservoir-149112180,8.0,0.0,2.0,3.0
property-house-vic-reservoir-149119612,8.0,1.0,3.0,3.0
property-house-vic-reservoir-149119624,6.0,2.0,2.0,2.0
property-house-vic-reservoir-149121472,5.0,2.0,2.0,0.0
property-house-vic-reservoir-149121536,8.0,0.0,2.0,3.0
property-house-vic-reservoir-149128176,10.0,1.0,3.0,3.0
property-house-vic-reservoir-149132996,6.0,1.0,2.0,3.0
property-house-vic-reservoir-149151092,6.0,1.0,2.0,3.0
property-house-vic-reservoir-149166920,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149167612,7.0,0.0,2.0,3.0
property-house-vic-reservoir-149168088,7.0,2.0,3.0,3.0
property-house-vic-reservoir-149178440,8.0,1.0,3.0,3.0
property-house-vic-reservoir-149179880,5.0,2.0,2.0,1.0
property-house-vic-reservoir-149180408,6.0,1.0,2.0,3.0
property-house-vic-reservoir-149184732,10.0,1.0,2.0,3.0
property-house-vic-reservoir-149186228,4.0,1.0,1.0,1.0
property-house-vic-reservoir-149186400,6.0,2.0,2.0,0.0
property-house-vic-reservoir-149195064,8.0,2.0,4.0,3.0
property-house-vic-reservoir-149200404,10.0,1.0,2.0,3.0
property-house-vic-reservoir-149203808,6.0,1.0,1.0,3.0
property-house-vic-reservoir-149207416,8.0,2.0,4.0,3.0
property-house-vic-reservoir-149211060,6.0,2.0,2.0,2.0
property-house-vic-reservoir-149237396,5.0,1.0,1.0,2.0
property-house-vic-reservoir-149237440,6.0,1.0,0.0,2.0
property-house-vic-reservoir-149251600,6.0,1.0,2.0,0.0
property-house-vic-reservoir-149266736,4.0,1.0,2.0,2.0
property-house-vic-reservoir-149288856,4.0,2.0,2.0,1.0
property-house-vic-reservoir-149302112,4.0,1.0,2.0,2.0
property-house-vic-reservoir-149319236,5.0,1.0,2.0,2.0
property-house-vic-reservoir-149319248,10.0,1.0,2.0,3.0
property-house-vic-reservoir-149319252,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149322864,7.0,1.0,0.0,2.0
property-house-vic-reservoir-149323332,7.0,1.0,3.0,3.0
property-house-vic-reservoir-149326700,8.0,0.0,2.0,3.0
property-house-vic-reservoir-149330672,8.0,1.0,3.0,4.0
property-house-vic-reservoir-149339104,9.0,1.0,1.0,1.0
property-house-vic-reservoir-149366088,8.0,1.0,2.0,3.0
property-house-vic-reservoir-149375492,5.0,1.0,2.0,3.0
property-house-vic-reservoir-149394156,11.0,1.0,2.0,2.0
property-house-vic-reservoir-149394244,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149394348,6.0,0.0,2.0,2.0
property-house-vic-reservoir-149401824,3.0,2.0,1.0,2.0
property-house-vic-reservoir-149430076,8.0,1.0,2.0,3.0
property-house-vic-reservoir-149450204,9.0,0.0,1.0,4.0
property-house-vic-reservoir-149458828,8.0,1.0,2.0,0.0
property-house-vic-reservoir-149458852,12.0,1.0,2.0,2.0
property-house-vic-reservoir-149462372,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149489276,10.0,0.0,3.0,3.0
property-house-vic-reservoir-149504064,8.0,0.0,2.0,3.0
property-house-vic-reservoir-149517384,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149540900,11.0,1.0,2.0,3.0
property-house-vic-reservoir-149553000,9.0,1.0,2.0,3.0
property-house-vic-reservoir-149575672,7.0,0.0,2.0,3.0
property-house-vic-reservoir-149581928,5.0,1.0,2.0,3.0
property-house-vic-reservoir-149593892,6.0,1.0,1.0,1.0
property-house-vic-reservoir-149598628,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149598640,6.0,1.0,2.0,0.0
property-house-vic-reservoir-149598656,10.0,1.0,3.0,3.0
property-house-vic-reservoir-149601960,4.0,1.0,1.0,1.0
property-house-vic-reservoir-149602684,10.0,1.0,2.0,2.0
property-house-vic-reservoir-149617224,9.0,0.0,1.0,4.0
property-house-vic-reservoir-149632504,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149640356,7.0,1.0,1.0,3.0
property-house-vic-reservoir-149653136,6.0,1.0,2.0,2.0
property-house-vic-reservoir-149653148,3.0,1.0,2.0,2.0
property-house-vic-reservoir-149668936,9.0,1.0,3.0,3.0
property-house-vic-reservoir-149668984,6.0,1.0,3.0,2.0
property-house-vic-reservoir-149668996,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149673532,11.0,1.0,2.0,3.0
property-house-vic-reservoir-149677144,7.0,1.0,4.0,3.0
property-house-vic-reservoir-149680444,7.0,1.0,3.0,3.0
property-house-vic-reservoir-149689640,8.0,1.0,3.0,3.0
property-house-vic-reservoir-149700428,10.0,1.0,2.0,2.0
property-house-vic-reservoir-149700548,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149708388,7.0,1.0,1.0,1.0
property-house-vic-reservoir-149735384,7.0,0.0,2.0,2.0
property-house-vic-reservoir-149735408,7.0,1.0,2.0,3.0
property-house-vic-reservoir-149780548,9.0,0.0,2.0,3.0
property-house-vic-reservoir-149803320,9.0,2.0,3.0,3.0
property-house-vic-reservoir-149867840,7.0,1.0,1.0,1.0
property-house-vic-reservoir-149910644,12.0,1.0,2.0,3.0
property-house-vic-reservoir-149942724,6.0,0.0,1.0,0.0
property-house-vic-reservoir-149942916,12.0,1.0,2.0,2.0
property-house-vic-reservoir-149999896,7.0,1.0,2.0,3.0
property-house-vic-reservoir-150003744,6.0,2.0,4.0,2.0
property-house-vic-reservoir-150086528,9.0,1.0,2.0,2.0
property-house-vic-reservoir-150099180,6.0,1.0,2.0,0.0
property-house-vic-reservoir-150102684,8.0,0.0,2.0,4.0
property-house-vic-reservoir-150102708,6.0,0.0,2.0,2.0
property-house-vic-reservoir-150102720,7.0,1.0,2.0,3.0
property-house-vic-reservoir-150103124,10.0,1.0,2.0,2.0
property-house-vic-reservoir-150104572,4.0,2.0,2.0,1.0
property-house-vic-reservoir-150114016,7.0,1.0,2.0,3.0
property-house-vic-reservoir-150122764,5.0,2.0,3.0,0.0
property-house-vic-reservoir-150128404,7.0,0.0,2.0,3.0
property-house-vic-reservoir-150133956,5.0,2.0,1.0,0.0
property-house-vic-reservoir-150156872,7.0,1.0,2.0,2.0
property-house-vic-reservoir-150174580,11.0,0.0,2.0,3.0
property-house-vic-reservoir-150174588,6.0,1.0,2.0,0.0
property-house-vic-reservoir-150179128,12.0,1.0,2.0,3.0
property-house-vic-reservoir-150179560,7.0,0.0,1.0,2.0
property-house-vic-reservoir-150190592,8.0,1.0,3.0,3.0
property-house-vic-reservoir-150194024,5.0,2.0,2.0,0.0
property-house-vic-reservoir-150205692,7.0,1.0,1.0,3.0
property-house-vic-reservoir-150208376,7.0,1.0,2.0,3.0
property-house-vic-reservoir-150242556,7.0,1.0,2.0,0.0
property-house-vic-reservoir-150244488,11.0,0.0,2.0,4.0
property-house-vic-reservoir-150244972,7.0,1.0,1.0,2.0
property-house-vic-reservoir-150244980,9.0,0.0,2.0,3.0
property-house-vic-reservoir-150244996,9.0,1.0,2.0,3.0
property-house-vic-reservoir-150254732,9.0,1.0,2.0,2.0
property-house-vic-reservoir-150257260,7.0,2.0,3.0,4.0
property-house-vic-reservoir-150265668,8.0,1.0,3.0,3.0
property-house-vic-reservoir-150276536,6.0,1.0,1.0,0.0
property-house-vic-reservoir-150285584,9.0,1.0,2.0,2.0
property-house-vic-reservoir-150327504,7.0,1.0,2.0,3.0
property-house-vic-reservoir-150330628,9.0,0.0,2.0,3.0
property-house-vic-reservoir-150336580,6.0,1.0,2.0,3.0
property-house-vic-reservoir-150339168,12.0,1.0,2.0,2.0
property-house-vic-reservoir-150345500,9.0,1.0,2.0,3.0
property-house-vic-reservoir-150348004,6.0,2.0,2.0,2.0
property-house-vic-reservoir-150380872,9.0,0.0,1.0,3.0
property-house-vic-reservoir-150399296,5.0,2.0,1.0,0.0
property-house-vic-reservoir-150401364,9.0,1.0,2.0,2.0
property-house-vic-reservoir-150409200,9.0,1.0,2.0,2.0
property-house-vic-reservoir-150418112,12.0,1.0,2.0,2.0
property-house-vic-reservoir-150451628,6.0,1.0,1.0,1.0
property-house-vic-reservoir-150472952,4.0,2.0,2.0,0.0
property-house-vic-reservoir-150478708,9.0,1.0,2.0,3.0
property-house-vic-reservoir-150486416,6.0,0.0,0.0,2.0
property-house-vic-reservoir-150486552,5.0,1.0,2.0,1.0
property-house-vic-reservoir-150500476,10.0,0.0,1.0,3.0
property-house-vic-reservoir-150553152,5.0,0.0,0.0,2.0
property-house-vic-reservoir-150576088,7.0,1.0,3.0,3.0
property-house-vic-reservoir-150581004,7.0,1.0,2.0,3.0
property-house-vic-reservoir-150589060,8.0,1.0,1.0,1.0
property-house-vic-reservoir-150613056,9.0,0.0,2.0,2.0
property-house-vic-reservoir-150619712,6.0,1.0,2.0,2.0
property-house-vic-reservoir-150682004,6.0,1.0,2.0,0.0
property-house-vic-reservoir-150682008,8.0,0.0,2.0,3.0
property-house-vic-reservoir-150689828,7.0,0.0,2.0,3.0
property-house-vic-reservoir-150712416,9.0,1.0,1.0,1.0
property-house-vic-reservoir-150801260,8.0,2.0,4.0,3.0
property-house-vic-reservoir-150803804,4.0,1.0,2.0,1.0
property-house-vic-reservoir-150805848,11.0,1.0,2.0,2.0
property-house-vic-reservoir-150833152,8.0,1.0,3.0,3.0
property-house-vic-reservoir-150879368,11.0,1.0,2.0,3.0
property-house-vic-reservoir-150900888,8.0,1.0,1.0,3.0
property-house-vic-reservoir-150971924,7.0,1.0,2.0,3.0
property-house-vic-thornbury-122584674,11.0,1.0,1.0,3.0
property-house-vic-thornbury-122827002,12.0,0.0,0.0,5.0
property-house-vic-thornbury-123413874,13.0,1.0,1.0,5.0
property-house-vic-thornbury-123414042,13.0,1.0,1.0,4.0
property-house-vic-thornbury-123554638,11.0,1.0,1.0,3.0
property-house-vic-thornbury-123858190,13.0,1.0,0.0,4.0
property-house-vic-thornbury-124769734,12.0,1.0,0.0,5.0
property-house-vic-thornbury-124979934,9.0,1.0,0.0,3.0
property-house-vic-thornbury-125266246,9.0,1.0,0.0,3.0
property-house-vic-thornbury-125318742,8.0,1.0,0.0,3.0
property-house-vic-thornbury-125438382,11.0,0.0,1.0,4.0
property-house-vic-thornbury-125599482,10.0,1.0,0.0,5.0
property-house-vic-thornbury-125732626,8.0,1.0,0.0,3.0
property-house-vic-thornbury-126067350,13.0,1.0,0.0,4.0
property-house-vic-thornbury-126202350,9.0,1.0,0.0,2.0
property-house-vic-thornbury-126266382,11.0,1.0,0.0,4.0
property-house-vic-thornbury-126404506,12.0,1.0,0.0,5.0
property-house-vic-thornbury-126439498,12.0,0.0,0.0,5.0
property-house-vic-thornbury-126596934,6.0,1.0,1.0,1.0
property-house-vic-thornbury-126707438,11.0,1.0,1.0,3.0
property-house-vic-thornbury-126732022,9.0,1.0,0.0,5.0
property-house-vic-thornbury-126753866,9.0,1.0,0.0,4.0
property-house-vic-thornbury-126934734,15.0,1.0,0.0,5.0
property-house-vic-thornbury-126972934,13.0,1.0,1.0,4.0
property-house-vic-thornbury-126973370,13.0,0.0,0.0,4.0
property-house-vic-thornbury-127045498,9.0,0.0,0.0,4.0
property-house-vic-thornbury-127730790,8.0,1.0,0.0,3.0
property-house-vic-thornbury-127910022,11.0,1.0,0.0,5.0
property-house-vic-thornbury-127995074,13.0,0.0,0.0,4.0
property-house-vic-thornbury-128025050,8.0,1.0,0.0,2.0
property-house-vic-thornbury-128142446,12.0,1.0,0.0,4.0
property-house-vic-thornbury-128410094,14.0,1.0,0.0,5.0
property-house-vic-thornbury-128548030,7.0,1.0,1.0,2.0
property-house-vic-thornbury-129632958,11.0,2.0,0.0,5.0
property-house-vic-thornbury-129696402,12.0,1.0,0.0,4.0
property-house-vic-thornbury-129817510,13.0,1.0,0.0,4.0
property-house-vic-thornbury-129819650,12.0,0.0,0.0,4.0
property-house-vic-thornbury-129821906,11.0,1.0,0.0,5.0
property-house-vic-thornbury-129877770,9.0,1.0,0.0,4.0
property-house-vic-thornbury-129949358,12.0,0.0,0.0,4.0
property-house-vic-thornbury-129974842,13.0,0.0,0.0,5.0
property-house-vic-thornbury-130345730,8.0,1.0,0.0,3.0
property-house-vic-thornbury-130442870,10.0,1.0,0.0,5.0
property-house-vic-thornbury-130606930,11.0,0.0,0.0,4.0
property-house-vic-thornbury-130638574,7.0,1.0,1.0,1.0
property-house-vic-thornbury-130668854,10.0,1.0,0.0,4.0
property-house-vic-thornbury-130722390,12.0,1.0,0.0,4.0
property-house-vic-thornbury-130727202,12.0,1.0,0.0,4.0
property-house-vic-thornbury-131043146,13.0,1.0,0.0,4.0
property-house-vic-thornbury-131087258,12.0,1.0,0.0,4.0
property-house-vic-thornbury-131356230,12.0,0.0,0.0,4.0
property-house-vic-thornbury-131381102,6.0,1.0,1.0,0.0
property-house-vic-thornbury-131613390,12.0,0.0,0.0,4.0
property-house-vic-thornbury-131661234,10.0,1.0,1.0,3.0
property-house-vic-thornbury-131699102,7.0,1.0,1.0,0.0
property-house-vic-thornbury-131751270,6.0,1.0,1.0,0.0
property-house-vic-thornbury-131754658,11.0,1.0,0.0,5.0
property-house-vic-thornbury-132051906,11.0,1.0,0.0,4.0
property-house-vic-thornbury-132107238,11.0,0.0,0.0,5.0
property-house-vic-thornbury-132109474,12.0,1.0,0.0,7.0
property-house-vic-thornbury-132109498,7.0,1.0,1.0,1.0
property-house-vic-thornbury-132110118,12.0,1.0,0.0,3.0
property-house-vic-thornbury-132127626,12.0,1.0,0.0,4.0
property-house-vic-thornbury-132389858,9.0,1.0,0.0,3.0
property-house-vic-thornbury-132437218,12.0,1.0,0.0,5.0
property-house-vic-thornbury-132512134,10.0,0.0,0.0,4.0
property-house-vic-thornbury-132810354,9.0,1.0,0.0,3.0
property-house-vic-thornbury-132810414,9.0,1.0,0.0,3.0
property-house-vic-thornbury-132856778,12.0,1.0,0.0,4.0
property-house-vic-thornbury-132918106,9.0,1.0,0.0,3.0
property-house-vic-thornbury-133007906,10.0,1.0,0.0,4.0
property-house-vic-thornbury-133010646,10.0,1.0,0.0,4.0
property-house-vic-thornbury-133313582,10.0,1.0,0.0,4.0
property-house-vic-thornbury-133371530,13.0,0.0,0.0,5.0
property-house-vic-thornbury-133428254,11.0,1.0,1.0,5.0
property-house-vic-thornbury-133510038,7.0,1.0,1.0,1.0
property-house-vic-thornbury-133730238,8.0,1.0,0.0,3.0
property-house-vic-thornbury-133793346,6.0,1.0,1.0,1.0
property-house-vic-thornbury-133944362,9.0,1.0,0.0,4.0
property-house-vic-thornbury-133945826,6.0,1.0,1.0,1.0
property-house-vic-thornbury-134001490,8.0,0.0,0.0,4.0
property-house-vic-thornbury-134486766,12.0,2.0,0.0,5.0
property-house-vic-thornbury-134576678,12.0,1.0,0.0,5.0
property-house-vic-thornbury-134602210,9.0,1.0,0.0,4.0
property-house-vic-thornbury-134602274,9.0,1.0,0.0,2.0
property-house-vic-thornbury-134630190,11.0,1.0,0.0,4.0
property-house-vic-thornbury-134692178,13.0,1.0,0.0,4.0
property-house-vic-thornbury-134904198,13.0,1.0,0.0,4.0
property-house-vic-thornbury-134948410,12.0,1.0,0.0,4.0
property-house-vic-thornbury-134976702,8.0,1.0,1.0,2.0
property-house-vic-thornbury-134999142,11.0,1.0,0.0,4.0
property-house-vic-thornbury-135329878,8.0,1.0,0.0,3.0
property-house-vic-thornbury-135584826,15.0,1.0,0.0,5.0
property-house-vic-thornbury-135659998,11.0,1.0,0.0,4.0
property-house-vic-thornbury-135782914,6.0,1.0,1.0,1.0
property-house-vic-thornbury-135881254,13.0,1.0,0.0,4.0
property-house-vic-thornbury-135933698,12.0,0.0,0.0,5.0
property-house-vic-thornbury-135971894,13.0,1.0,0.0,4.0
property-house-vic-thornbury-135974386,12.0,0.0,0.0,5.0
property-house-vic-thornbury-136007730,7.0,1.0,1.0,1.0
property-house-vic-thornbury-136069882,12.0,1.0,0.0,5.0
property-house-vic-thornbury-136257582,11.0,1.0,1.0,4.0
property-house-vic-thornbury-136401630,11.0,1.0,0.0,4.0
property-house-vic-thornbury-136444294,8.0,1.0,1.0,2.0
property-house-vic-thornbury-136660918,12.0,1.0,0.0,5.0
property-house-vic-thornbury-136841002,12.0,1.0,0.0,5.0
property-house-vic-thornbury-136895090,12.0,1.0,0.0,4.0
property-house-vic-thornbury-137247850,7.0,1.0,1.0,0.0
property-house-vic-thornbury-137311142,12.0,1.0,0.0,5.0
property-house-vic-thornbury-137318774,12.0,1.0,0.0,4.0
property-house-vic-thornbury-137515286,11.0,1.0,1.0,5.0
property-house-vic-thornbury-137588618,12.0,1.0,0.0,4.0
property-house-vic-thornbury-137657806,11.0,1.0,0.0,4.0
property-house-vic-thornbury-137705302,13.0,1.0,0.0,4.0
property-house-vic-thornbury-137866554,10.0,1.0,0.0,5.0
property-house-vic-thornbury-137970926,12.0,1.0,0.0,4.0
property-house-vic-thornbury-138015254,13.0,1.0,0.0,4.0
property-house-vic-thornbury-138362927,9.0,1.0,0.0,2.0
property-house-vic-thornbury-138383983,8.0,1.0,0.0,3.0
property-house-vic-thornbury-138454131,11.0,0.0,1.0,4.0
property-house-vic-thornbury-138537923,13.0,1.0,0.0,4.0
property-house-vic-thornbury-138619975,9.0,0.0,0.0,4.0
property-house-vic-thornbury-138670575,13.0,0.0,0.0,5.0
property-house-vic-thornbury-138685739,12.0,1.0,0.0,4.0
property-house-vic-thornbury-138689795,11.0,0.0,0.0,5.0
property-house-vic-thornbury-138691511,12.0,1.0,0.0,4.0
property-house-vic-thornbury-138745855,10.0,1.0,0.0,4.0
property-house-vic-thornbury-138764135,10.0,1.0,0.0,4.0
property-house-vic-thornbury-138933431,11.0,1.0,0.0,5.0
property-house-vic-thornbury-138970507,11.0,1.0,0.0,5.0
property-house-vic-thornbury-138985903,9.0,1.0,0.0,3.0
property-house-vic-thornbury-139011423,10.0,1.0,0.0,3.0
property-house-vic-thornbury-139088399,13.0,0.0,0.0,5.0
property-house-vic-thornbury-139129783,10.0,1.0,0.0,4.0
property-house-vic-thornbury-139171987,13.0,1.0,1.0,4.0
property-house-vic-thornbury-139271531,11.0,1.0,0.0,5.0
property-house-vic-thornbury-139422379,9.0,0.0,0.0,4.0
property-house-vic-thornbury-139622983,8.0,1.0,0.0,4.0
property-house-vic-thornbury-139732411,8.0,1.0,0.0,2.0
property-house-vic-thornbury-139740047,11.0,1.0,0.0,4.0
property-house-vic-thornbury-139917699,12.0,1.0,1.0,4.0
property-house-vic-thornbury-140023187,9.0,1.0,0.0,3.0
property-house-vic-thornbury-140047427,10.0,1.0,0.0,4.0
property-house-vic-thornbury-140189963,8.0,1.0,0.0,3.0
property-house-vic-thornbury-140201715,11.0,2.0,0.0,7.0
property-house-vic-thornbury-140303551,8.0,1.0,1.0,2.0
property-house-vic-thornbury-140368699,10.0,1.0,1.0,3.0
property-house-vic-thornbury-140480143,13.0,1.0,0.0,4.0
property-house-vic-thornbury-140480539,8.0,1.0,1.0,2.0
property-house-vic-thornbury-140485831,12.0,1.0,0.0,4.0
property-house-vic-thornbury-140536091,11.0,1.0,1.0,4.0
property-house-vic-thornbury-140537587,9.0,1.0,0.0,4.0
property-house-vic-thornbury-140657431,12.0,0.0,0.0,5.0
property-house-vic-thornbury-140688083,10.0,1.0,0.0,4.0
property-house-vic-thornbury-140717935,13.0,1.0,0.0,4.0
property-house-vic-thornbury-140720899,12.0,1.0,0.0,5.0
property-house-vic-thornbury-140790083,8.0,1.0,0.0,2.0
property-house-vic-thornbury-140801491,12.0,1.0,0.0,5.0
property-house-vic-thornbury-140833932,11.0,1.0,0.0,4.0
property-house-vic-thornbury-140842204,14.0,1.0,0.0,5.0
property-house-vic-thornbury-140905260,11.0,1.0,0.0,4.0
property-house-vic-thornbury-140906344,9.0,1.0,0.0,3.0
property-house-vic-thornbury-140906388,9.0,1.0,0.0,2.0
property-house-vic-thornbury-140906672,10.0,1.0,0.0,4.0
property-house-vic-thornbury-140916480,7.0,1.0,1.0,3.0
property-house-vic-thornbury-140961420,12.0,1.0,0.0,4.0
property-house-vic-thornbury-141043252,7.0,1.0,1.0,1.0
property-house-vic-thornbury-141327656,13.0,0.0,0.0,5.0
property-house-vic-thornbury-141484012,7.0,1.0,1.0,0.0
property-house-vic-thornbury-141537876,11.0,1.0,0.0,5.0
property-house-vic-thornbury-141588476,12.0,1.0,0.0,5.0
property-house-vic-thornbury-141593472,9.0,1.0,1.0,4.0
property-house-vic-thornbury-141611308,11.0,1.0,0.0,4.0
property-house-vic-thornbury-141657324,9.0,1.0,1.0,2.0
property-house-vic-thornbury-141827916,12.0,1.0,0.0,5.0
property-house-vic-thornbury-141981212,12.0,0.0,0.0,5.0
