URL,primary_school,secondary_school,preschool,train_station
property-house-vic-oakleigh-149173060,7.0,0.0,5.0,4.0
property-house-vic-oakleigh-149335132,7.0,0.0,5.0,2.0
property-house-vic-oakleigh-149366956,7.0,0.0,5.0,4.0
property-house-vic-oakleigh-149430108,7.0,0.0,4.0,2.0
property-house-vic-oakleigh-149455824,6.0,0.0,4.0,4.0
property-house-vic-oakleigh-149636380,7.0,0.0,5.0,4.0
property-house-vic-oakleigh-149753276,6.0,0.0,7.0,2.0
property-house-vic-oakleigh-149765764,7.0,0.0,6.0,2.0
property-house-vic-oakleigh-150069040,6.0,0.0,5.0,4.0
property-house-vic-oakleigh-150115688,6.0,0.0,6.0,2.0
property-house-vic-oakleigh-150256844,6.0,0.0,6.0,2.0
property-house-vic-oakleigh-150340940,6.0,0.0,1.0,4.0
property-house-vic-oakleigh-150352064,6.0,0.0,4.0,4.0
property-house-vic-oakleigh-150388028,5.0,0.0,3.0,2.0
property-house-vic-oakleigh-150408448,6.0,0.0,5.0,2.0
property-house-vic-oakleigh-150511528,6.0,0.0,6.0,2.0
property-house-vic-oakleigh-150703704,7.0,0.0,5.0,4.0
property-house-vic-oakleigh-150712212,6.0,0.0,6.0,2.0
property-house-vic-oakleigh-150785740,7.0,0.0,5.0,4.0
property-house-vic-reservoir-140391675,9.0,1.0,2.0,2.0
property-house-vic-reservoir-140865064,9.0,1.0,3.0,3.0
property-house-vic-reservoir-140980008,6.0,2.0,2.0,2.0
property-house-vic-reservoir-141460280,10.0,1.0,2.0,2.0
property-house-vic-reservoir-141716932,8.0,1.0,2.0,0.0
property-house-vic-reservoir-141927508,8.0,1.0,2.0,0.0
property-house-vic-reservoir-141984604,7.0,1.0,1.0,0.0
property-house-vic-reservoir-142404920,9.0,2.0,1.0,3.0
property-house-vic-reservoir-142454144,9.0,1.0,1.0,1.0
property-house-vic-reservoir-142495604,6.0,1.0,2.0,1.0
property-house-vic-reservoir-142516588,6.0,2.0,2.0,2.0
property-house-vic-reservoir-142521304,7.0,1.0,1.0,1.0
property-house-vic-reservoir-142661580,5.0,0.0,0.0,1.0
property-house-vic-reservoir-142671080,6.0,1.0,2.0,0.0
property-house-vic-reservoir-142679968,8.0,1.0,1.0,0.0
property-house-vic-reservoir-142681792,7.0,1.0,1.0,3.0
property-house-vic-reservoir-142705516,9.0,0.0,2.0,3.0
property-house-vic-reservoir-142716132,9.0,1.0,3.0,3.0
property-house-vic-reservoir-142725040,9.0,1.0,2.0,3.0
property-house-vic-reservoir-142741764,6.0,2.0,2.0,2.0
property-house-vic-reservoir-142769080,5.0,1.0,2.0,1.0
property-house-vic-reservoir-142770640,6.0,1.0,0.0,2.0
property-house-vic-reservoir-142786956,7.0,0.0,2.0,2.0
property-house-vic-reservoir-142787028,5.0,3.0,2.0,1.0
property-house-vic-reservoir-142843096,8.0,0.0,2.0,3.0
property-house-vic-reservoir-142898772,8.0,1.0,2.0,2.0
property-house-vic-reservoir-142898940,5.0,2.0,2.0,1.0
property-house-vic-reservoir-142971796,10.0,1.0,2.0,3.0
property-house-vic-reservoir-142983496,6.0,1.0,2.0,2.0
property-house-vic-reservoir-143000780,5.0,2.0,2.0,0.0
property-house-vic-reservoir-143017952,7.0,1.0,2.0,3.0
property-house-vic-reservoir-143018324,9.0,1.0,2.0,4.0
property-house-vic-reservoir-143019548,8.0,1.0,2.0,3.0
property-house-vic-reservoir-143032780,8.0,1.0,3.0,3.0
property-house-vic-reservoir-143040244,8.0,1.0,1.0,2.0
property-house-vic-reservoir-143071232,7.0,1.0,2.0,3.0
property-house-vic-reservoir-143107236,9.0,1.0,1.0,2.0
property-house-vic-reservoir-143115480,8.0,1.0,3.0,3.0
property-house-vic-reservoir-143118860,6.0,2.0,2.0,0.0
property-house-vic-reservoir-143141256,5.0,2.0,1.0,1.0
property-house-vic-reservoir-143141668,9.0,1.0,2.0,2.0
property-house-vic-reservoir-143145672,7.0,1.0,2.0,3.0
property-house-vic-reservoir-143148120,3.0,1.0,1.0,3.0
property-house-vic-reservoir-143168388,9.0,1.0,2.0,2.0
property-house-vic-reservoir-143182412,8.0,1.0,2.0,3.0
property-house-vic-reservoir-143186428,7.0,0.0,1.0,3.0
property-house-vic-reservoir-143198996,8.0,1.0,2.0,3.0
property-house-vic-reservoir-143204232,8.0,1.0,3.0,3.0
property-house-vic-reservoir-143210320,8.0,1.0,3.0,3.0
property-house-vic-reservoir-143214460,7.0,2.0,2.0,0.0
property-house-vic-reservoir-143225432,11.0,1.0,2.0,3.0
property-house-vic-reservoir-143240688,5.0,1.0,2.0,2.0
property-house-vic-reservoir-143242920,6.0,1.0,2.0,2.0
property-house-vic-reservoir-143242928,6.0,1.0,2.0,2.0
property-house-vic-reservoir-143243156,11.0,1.0,2.0,3.0
property-house-vic-reservoir-143252264,6.0,1.0,2.0,2.0
property-house-vic-reservoir-143310008,9.0,1.0,2.0,1.0
property-house-vic-reservoir-143311180,11.0,1.0,1.0,1.0
property-house-vic-reservoir-143345688,8.0,1.0,2.0,3.0
property-house-vic-reservoir-143371864,10.0,1.0,3.0,3.0
property-house-vic-reservoir-143371872,8.0,1.0,2.0,2.0
property-house-vic-reservoir-143374068,8.0,1.0,2.0,2.0
property-house-vic-reservoir-143375020,6.0,1.0,2.0,3.0
property-house-vic-reservoir-143406492,5.0,2.0,2.0,0.0
property-house-vic-reservoir-143434824,8.0,1.0,1.0,2.0
property-house-vic-reservoir-143444312,5.0,1.0,2.0,3.0
property-house-vic-reservoir-143445756,4.0,2.0,2.0,1.0
property-house-vic-reservoir-143459456,6.0,1.0,2.0,2.0
property-house-vic-reservoir-143467620,8.0,0.0,2.0,3.0
property-house-vic-reservoir-143474232,6.0,0.0,2.0,2.0
property-house-vic-reservoir-143482360,6.0,0.0,0.0,2.0
property-house-vic-reservoir-143503432,8.0,1.0,3.0,3.0
property-house-vic-reservoir-143503588,5.0,0.0,0.0,2.0
property-house-vic-reservoir-143519516,7.0,1.0,2.0,3.0
property-house-vic-reservoir-143522488,4.0,1.0,2.0,3.0
property-house-vic-reservoir-143552384,6.0,0.0,0.0,2.0
property-house-vic-reservoir-143566376,8.0,1.0,1.0,1.0
property-house-vic-reservoir-143569208,6.0,1.0,2.0,2.0
property-house-vic-reservoir-143583704,7.0,2.0,4.0,2.0
property-house-vic-reservoir-143589460,9.0,0.0,2.0,2.0
property-house-vic-reservoir-143612636,10.0,0.0,1.0,3.0
property-house-vic-reservoir-143624600,8.0,1.0,2.0,0.0
property-house-vic-reservoir-143633912,9.0,1.0,1.0,0.0
property-house-vic-reservoir-143663732,11.0,1.0,2.0,3.0
property-house-vic-reservoir-143690576,5.0,1.0,1.0,1.0
property-house-vic-reservoir-143692540,9.0,0.0,2.0,4.0
property-house-vic-reservoir-143721332,6.0,1.0,0.0,2.0
property-house-vic-reservoir-143726292,7.0,1.0,1.0,3.0
property-house-vic-reservoir-143734844,8.0,1.0,2.0,0.0
property-house-vic-reservoir-143735320,7.0,1.0,1.0,3.0
property-house-vic-reservoir-143755196,7.0,1.0,2.0,3.0
property-house-vic-reservoir-143844076,6.0,2.0,4.0,1.0
property-house-vic-reservoir-143849256,9.0,0.0,1.0,3.0
property-house-vic-reservoir-143853576,5.0,1.0,1.0,1.0
property-house-vic-reservoir-143902104,10.0,1.0,2.0,2.0
property-house-vic-reservoir-143904852,4.0,1.0,2.0,2.0
property-house-vic-reservoir-143916784,8.0,1.0,2.0,0.0
property-house-vic-reservoir-143931432,4.0,2.0,2.0,2.0
property-house-vic-reservoir-143948632,7.0,1.0,3.0,3.0
property-house-vic-reservoir-143984432,6.0,1.0,2.0,1.0
property-house-vic-reservoir-144000832,8.0,1.0,2.0,2.0
property-house-vic-reservoir-144011100,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144028416,5.0,2.0,2.0,0.0
property-house-vic-reservoir-144049776,9.0,0.0,2.0,4.0
property-house-vic-reservoir-144049788,5.0,2.0,2.0,1.0
property-house-vic-reservoir-144061156,9.0,1.0,2.0,3.0
property-house-vic-reservoir-144074360,9.0,1.0,2.0,2.0
property-house-vic-reservoir-144080128,6.0,2.0,4.0,2.0
property-house-vic-reservoir-144105716,5.0,2.0,2.0,0.0
property-house-vic-reservoir-144110276,8.0,0.0,2.0,3.0
property-house-vic-reservoir-144114148,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144119828,8.0,1.0,2.0,3.0
property-house-vic-reservoir-144139256,8.0,1.0,2.0,1.0
property-house-vic-reservoir-144140972,11.0,1.0,2.0,3.0
property-house-vic-reservoir-144152836,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144153732,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144170304,6.0,0.0,1.0,0.0
property-house-vic-reservoir-144170736,11.0,1.0,2.0,3.0
property-house-vic-reservoir-144185084,7.0,1.0,1.0,1.0
property-house-vic-reservoir-144192804,11.0,1.0,2.0,3.0
property-house-vic-reservoir-144233748,7.0,1.0,1.0,2.0
property-house-vic-reservoir-144233876,12.0,1.0,2.0,3.0
property-house-vic-reservoir-144235740,6.0,0.0,2.0,3.0
property-house-vic-reservoir-144239776,10.0,1.0,2.0,3.0
property-house-vic-reservoir-144246048,8.0,1.0,3.0,3.0
property-house-vic-reservoir-144294264,6.0,1.0,2.0,3.0
property-house-vic-reservoir-144303008,6.0,1.0,2.0,3.0
property-house-vic-reservoir-144309460,9.0,1.0,2.0,2.0
property-house-vic-reservoir-144309616,6.0,1.0,2.0,0.0
property-house-vic-reservoir-144310036,10.0,1.0,2.0,3.0
property-house-vic-reservoir-144312196,9.0,1.0,2.0,2.0
property-house-vic-reservoir-144318912,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144335124,8.0,0.0,1.0,3.0
property-house-vic-reservoir-144355648,8.0,1.0,2.0,2.0
property-house-vic-reservoir-144359396,7.0,1.0,3.0,3.0
property-house-vic-reservoir-144361660,6.0,0.0,2.0,2.0
property-house-vic-reservoir-144366312,10.0,0.0,1.0,4.0
property-house-vic-reservoir-144368260,6.0,0.0,2.0,2.0
property-house-vic-reservoir-144387760,5.0,0.0,2.0,3.0
property-house-vic-reservoir-144388828,4.0,1.0,2.0,2.0
property-house-vic-reservoir-144396604,8.0,2.0,3.0,3.0
property-house-vic-reservoir-144420252,5.0,1.0,2.0,3.0
property-house-vic-reservoir-144426768,6.0,1.0,2.0,0.0
property-house-vic-reservoir-144462296,6.0,0.0,1.0,1.0
property-house-vic-reservoir-144463672,8.0,1.0,2.0,3.0
property-house-vic-reservoir-144482536,6.0,1.0,1.0,3.0
property-house-vic-reservoir-144496936,9.0,1.0,2.0,0.0
property-house-vic-reservoir-144504692,5.0,2.0,2.0,1.0
property-house-vic-reservoir-144512444,6.0,2.0,4.0,2.0
property-house-vic-reservoir-144576404,11.0,1.0,2.0,3.0
property-house-vic-reservoir-144584556,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144593056,9.0,0.0,1.0,4.0
property-house-vic-reservoir-144604120,9.0,1.0,3.0,4.0
property-house-vic-reservoir-144609160,8.0,1.0,2.0,0.0
property-house-vic-reservoir-144618984,12.0,1.0,2.0,1.0
property-house-vic-reservoir-144646204,9.0,1.0,3.0,4.0
property-house-vic-reservoir-144651632,8.0,1.0,2.0,3.0
property-house-vic-reservoir-144671356,9.0,1.0,2.0,3.0
property-house-vic-reservoir-144693924,9.0,1.0,3.0,3.0
property-house-vic-reservoir-144706484,4.0,1.0,2.0,2.0
property-house-vic-reservoir-144708328,4.0,1.0,2.0,2.0
property-house-vic-reservoir-144716220,8.0,1.0,3.0,3.0
property-house-vic-reservoir-144725688,8.0,1.0,1.0,2.0
property-house-vic-reservoir-144726104,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144727864,7.0,1.0,1.0,3.0
property-house-vic-reservoir-144738764,7.0,1.0,4.0,3.0
property-house-vic-reservoir-144749180,8.0,1.0,2.0,3.0
property-house-vic-reservoir-144765656,5.0,1.0,2.0,3.0
property-house-vic-reservoir-144786468,6.0,2.0,2.0,0.0
property-house-vic-reservoir-144802016,8.0,1.0,3.0,3.0
property-house-vic-reservoir-144829340,8.0,1.0,2.0,0.0
property-house-vic-reservoir-144835604,10.0,1.0,2.0,4.0
property-house-vic-reservoir-144844356,7.0,1.0,1.0,2.0
property-house-vic-reservoir-144847304,7.0,1.0,1.0,3.0
property-house-vic-reservoir-144864376,7.0,1.0,2.0,3.0
property-house-vic-reservoir-144868152,8.0,1.0,2.0,3.0
property-house-vic-reservoir-144879744,6.0,0.0,0.0,2.0
property-house-vic-reservoir-144892648,7.0,1.0,2.0,0.0
property-house-vic-reservoir-144912716,5.0,1.0,2.0,3.0
property-house-vic-reservoir-144927216,5.0,2.0,2.0,0.0
property-house-vic-reservoir-144928896,4.0,2.0,1.0,1.0
property-house-vic-reservoir-144934428,8.0,1.0,2.0,3.0
property-house-vic-reservoir-144937064,5.0,2.0,2.0,0.0
property-house-vic-reservoir-144940068,12.0,1.0,2.0,2.0
property-house-vic-reservoir-144940136,9.0,1.0,2.0,3.0
property-house-vic-reservoir-144967140,10.0,1.0,2.0,1.0
property-house-vic-reservoir-144980552,7.0,1.0,2.0,3.0
property-house-vic-reservoir-145073844,8.0,1.0,3.0,3.0
property-house-vic-reservoir-145083072,6.0,0.0,1.0,0.0
property-house-vic-reservoir-145114516,10.0,1.0,3.0,3.0
property-house-vic-reservoir-145118496,7.0,1.0,1.0,2.0
property-house-vic-reservoir-145120376,8.0,1.0,1.0,1.0
property-house-vic-reservoir-145161508,8.0,1.0,1.0,3.0
property-house-vic-reservoir-145180384,7.0,1.0,2.0,3.0
property-house-vic-reservoir-145180828,7.0,0.0,2.0,2.0
property-house-vic-reservoir-145185728,11.0,1.0,2.0,2.0
property-house-vic-reservoir-145210464,12.0,1.0,2.0,3.0
property-house-vic-reservoir-145248736,8.0,1.0,2.0,2.0
property-house-vic-reservoir-145253304,10.0,0.0,1.0,3.0
property-house-vic-reservoir-145296732,7.0,1.0,2.0,3.0
property-house-vic-reservoir-145302980,4.0,1.0,1.0,2.0
property-house-vic-reservoir-145324324,8.0,1.0,3.0,3.0
property-house-vic-reservoir-145335584,7.0,1.0,2.0,3.0
property-house-vic-reservoir-145340336,7.0,1.0,1.0,1.0
property-house-vic-reservoir-145377784,8.0,1.0,2.0,3.0
property-house-vic-reservoir-145389456,10.0,1.0,2.0,3.0
property-house-vic-reservoir-145399044,6.0,1.0,1.0,3.0
property-house-vic-reservoir-145399488,7.0,1.0,1.0,1.0
property-house-vic-reservoir-145407244,9.0,1.0,2.0,3.0
property-house-vic-reservoir-145412604,7.0,1.0,3.0,2.0
property-house-vic-reservoir-145456012,8.0,1.0,2.0,2.0
property-house-vic-reservoir-145458508,10.0,1.0,2.0,3.0
property-house-vic-reservoir-145462356,11.0,0.0,2.0,4.0
property-house-vic-reservoir-145464952,4.0,2.0,2.0,2.0
property-house-vic-reservoir-145487596,8.0,1.0,1.0,3.0
property-house-vic-reservoir-145494780,5.0,2.0,2.0,3.0
property-house-vic-reservoir-145516768,10.0,0.0,2.0,4.0
property-house-vic-reservoir-145528684,5.0,2.0,2.0,0.0
property-house-vic-reservoir-145540672,9.0,1.0,2.0,0.0
property-house-vic-reservoir-145541356,12.0,1.0,2.0,3.0
property-house-vic-reservoir-145592868,8.0,1.0,2.0,2.0
property-house-vic-reservoir-145609904,6.0,1.0,2.0,0.0
property-house-vic-reservoir-145633120,6.0,2.0,2.0,2.0
property-house-vic-reservoir-145659908,10.0,1.0,2.0,3.0
property-house-vic-reservoir-145672228,6.0,1.0,4.0,2.0
property-house-vic-reservoir-145673060,10.0,1.0,3.0,3.0
property-house-vic-reservoir-145677156,5.0,2.0,2.0,0.0
property-house-vic-reservoir-145678244,12.0,1.0,2.0,2.0
property-house-vic-reservoir-145679780,8.0,0.0,1.0,2.0
property-house-vic-reservoir-145718792,5.0,2.0,2.0,0.0
property-house-vic-reservoir-145723228,8.0,1.0,2.0,3.0
property-house-vic-reservoir-145750796,12.0,1.0,2.0,3.0
property-house-vic-reservoir-145751400,8.0,1.0,3.0,3.0
property-house-vic-reservoir-145781888,3.0,2.0,1.0,2.0
property-house-vic-reservoir-145785952,6.0,1.0,0.0,2.0
property-house-vic-reservoir-145786560,11.0,0.0,2.0,4.0
property-house-vic-reservoir-145788604,7.0,2.0,3.0,3.0
property-house-vic-reservoir-145795524,10.0,1.0,2.0,3.0
property-house-vic-reservoir-145809744,8.0,1.0,2.0,2.0
property-house-vic-reservoir-145810620,8.0,1.0,2.0,2.0
property-house-vic-reservoir-145811864,4.0,1.0,2.0,2.0
property-house-vic-reservoir-145848232,10.0,1.0,2.0,1.0
property-house-vic-reservoir-145877460,7.0,0.0,1.0,2.0
property-house-vic-reservoir-145894564,7.0,1.0,2.0,3.0
property-house-vic-reservoir-145896952,9.0,1.0,2.0,2.0
property-house-vic-reservoir-145911928,6.0,2.0,2.0,2.0
property-house-vic-reservoir-145926008,7.0,1.0,3.0,3.0
property-house-vic-reservoir-145926012,10.0,1.0,2.0,2.0
property-house-vic-reservoir-145927132,11.0,0.0,2.0,4.0
property-house-vic-reservoir-145989704,6.0,1.0,0.0,2.0
property-house-vic-reservoir-145991120,5.0,1.0,0.0,2.0
property-house-vic-reservoir-145995212,9.0,1.0,2.0,3.0
property-house-vic-reservoir-146001884,8.0,1.0,1.0,2.0
property-house-vic-reservoir-146025220,7.0,1.0,1.0,3.0
property-house-vic-reservoir-146046368,6.0,1.0,2.0,3.0
property-house-vic-reservoir-146062100,9.0,1.0,2.0,3.0
property-house-vic-reservoir-146084648,10.0,1.0,2.0,2.0
property-house-vic-reservoir-146086984,7.0,1.0,1.0,0.0
property-house-vic-reservoir-146095032,9.0,0.0,1.0,4.0
property-house-vic-reservoir-146098300,6.0,1.0,2.0,2.0
property-house-vic-reservoir-146099108,7.0,1.0,2.0,0.0
property-house-vic-reservoir-146104172,6.0,2.0,4.0,2.0
property-house-vic-reservoir-146109304,6.0,0.0,2.0,3.0
property-house-vic-reservoir-146114668,6.0,1.0,2.0,0.0
property-house-vic-reservoir-146121028,7.0,1.0,1.0,1.0
property-house-vic-reservoir-146121204,5.0,2.0,2.0,1.0
property-house-vic-reservoir-146126972,7.0,1.0,2.0,3.0
property-house-vic-reservoir-146139688,6.0,1.0,2.0,3.0
property-house-vic-reservoir-146145888,9.0,1.0,1.0,1.0
property-house-vic-reservoir-146182772,6.0,1.0,2.0,3.0
property-house-vic-reservoir-146186752,6.0,1.0,0.0,2.0
property-house-vic-reservoir-146208832,7.0,1.0,3.0,3.0
property-house-vic-reservoir-146209732,6.0,1.0,2.0,2.0
property-house-vic-reservoir-146213984,6.0,1.0,2.0,3.0
property-house-vic-reservoir-146214896,7.0,1.0,2.0,3.0
property-house-vic-reservoir-146220368,9.0,1.0,2.0,3.0
property-house-vic-reservoir-146221892,8.0,1.0,2.0,3.0
property-house-vic-reservoir-146259828,8.0,1.0,2.0,3.0
property-house-vic-reservoir-146295040,8.0,1.0,2.0,3.0
property-house-vic-reservoir-146295352,12.0,1.0,2.0,3.0
property-house-vic-reservoir-146303152,8.0,1.0,2.0,3.0
property-house-vic-reservoir-146305484,10.0,1.0,2.0,3.0
property-house-vic-reservoir-146320692,8.0,1.0,2.0,2.0
property-house-vic-reservoir-146324100,6.0,1.0,2.0,3.0
property-house-vic-reservoir-146335196,4.0,1.0,1.0,3.0
property-house-vic-reservoir-146340400,7.0,1.0,4.0,3.0
property-house-vic-reservoir-146376604,9.0,0.0,2.0,3.0
property-house-vic-reservoir-146377312,6.0,0.0,1.0,0.0
property-house-vic-reservoir-146380128,9.0,0.0,1.0,3.0
property-house-vic-reservoir-146392488,10.0,0.0,2.0,3.0
property-house-vic-reservoir-146392492,8.0,0.0,2.0,3.0
property-house-vic-reservoir-146413892,7.0,1.0,3.0,2.0
property-house-vic-reservoir-146430564,7.0,1.0,1.0,3.0
property-house-vic-reservoir-146437168,8.0,1.0,2.0,3.0
property-house-vic-reservoir-146446828,8.0,1.0,2.0,3.0
property-house-vic-reservoir-146461984,5.0,1.0,1.0,2.0
property-house-vic-reservoir-146477452,8.0,1.0,3.0,3.0
property-house-vic-reservoir-146483424,7.0,0.0,1.0,2.0
property-house-vic-reservoir-146512792,5.0,1.0,2.0,3.0
property-house-vic-reservoir-146512896,12.0,1.0,2.0,3.0
property-house-vic-reservoir-146532248,4.0,2.0,1.0,2.0
property-house-vic-reservoir-146539968,7.0,1.0,2.0,2.0
property-house-vic-reservoir-146563048,6.0,1.0,2.0,2.0
property-house-vic-reservoir-146573204,6.0,1.0,1.0,3.0
property-house-vic-reservoir-146582700,4.0,1.0,2.0,2.0
property-house-vic-reservoir-146586236,11.0,1.0,1.0,2.0
property-house-vic-reservoir-146588692,3.0,1.0,2.0,2.0
property-house-vic-reservoir-146595232,7.0,1.0,1.0,3.0
property-house-vic-reservoir-146595340,9.0,2.0,2.0,3.0
property-house-vic-reservoir-146595384,9.0,2.0,3.0,3.0
property-house-vic-reservoir-146597124,6.0,1.0,2.0,3.0
property-house-vic-reservoir-146607344,8.0,1.0,1.0,3.0
property-house-vic-reservoir-146623676,8.0,1.0,1.0,2.0
property-house-vic-reservoir-146649868,8.0,0.0,3.0,3.0
property-house-vic-reservoir-146650252,4.0,2.0,1.0,1.0
property-house-vic-reservoir-146661344,7.0,1.0,2.0,3.0
property-house-vic-reservoir-146680964,8.0,1.0,3.0,3.0
property-house-vic-reservoir-146682888,7.0,1.0,3.0,3.0
property-house-vic-reservoir-146700592,8.0,0.0,1.0,3.0
property-house-vic-reservoir-146726776,12.0,1.0,2.0,2.0
property-house-vic-reservoir-146732316,11.0,1.0,2.0,3.0
property-house-vic-reservoir-146732732,7.0,1.0,1.0,2.0
property-house-vic-reservoir-146761960,7.0,1.0,3.0,2.0
property-house-vic-reservoir-146827760,9.0,1.0,2.0,2.0
property-house-vic-reservoir-146893704,6.0,1.0,2.0,2.0
property-house-vic-reservoir-146915900,6.0,2.0,2.0,0.0
property-house-vic-reservoir-147026568,8.0,1.0,3.0,3.0
property-house-vic-reservoir-147026576,7.0,1.0,2.0,3.0
property-house-vic-reservoir-147029320,9.0,1.0,2.0,2.0
property-house-vic-reservoir-147029392,6.0,1.0,2.0,0.0
property-house-vic-reservoir-147047572,5.0,2.0,2.0,0.0
property-house-vic-reservoir-147080908,8.0,1.0,3.0,3.0
property-house-vic-reservoir-147096492,7.0,1.0,2.0,3.0
property-house-vic-reservoir-147109028,11.0,1.0,2.0,3.0
property-house-vic-reservoir-147129928,8.0,1.0,2.0,2.0
property-house-vic-reservoir-147140588,6.0,1.0,2.0,1.0
property-house-vic-reservoir-147191808,9.0,1.0,1.0,2.0
property-house-vic-reservoir-147192800,6.0,2.0,2.0,0.0
property-house-vic-reservoir-147225508,3.0,1.0,2.0,2.0
property-house-vic-reservoir-147231060,9.0,1.0,3.0,3.0
property-house-vic-reservoir-147231768,12.0,1.0,2.0,2.0
property-house-vic-reservoir-147233272,11.0,1.0,2.0,3.0
property-house-vic-reservoir-147282560,11.0,1.0,2.0,1.0
property-house-vic-reservoir-147296372,8.0,1.0,2.0,3.0
property-house-vic-reservoir-147296488,10.0,1.0,2.0,4.0
property-house-vic-reservoir-147304964,7.0,1.0,3.0,3.0
property-house-vic-reservoir-147306004,6.0,1.0,1.0,1.0
property-house-vic-reservoir-147308168,8.0,1.0,1.0,2.0
property-house-vic-reservoir-147309544,6.0,1.0,2.0,2.0
property-house-vic-reservoir-147325064,5.0,2.0,1.0,1.0
property-house-vic-reservoir-147331704,10.0,0.0,3.0,3.0
property-house-vic-reservoir-147337416,8.0,0.0,2.0,3.0
property-house-vic-reservoir-147346636,9.0,0.0,2.0,3.0
property-house-vic-reservoir-147347608,8.0,1.0,2.0,3.0
property-house-vic-reservoir-147347760,7.0,0.0,2.0,3.0
property-house-vic-reservoir-147366444,5.0,1.0,1.0,2.0
property-house-vic-reservoir-147374356,9.0,1.0,2.0,2.0
property-house-vic-reservoir-147386620,10.0,1.0,3.0,3.0
property-house-vic-reservoir-147387824,10.0,0.0,2.0,4.0
property-house-vic-reservoir-147414596,7.0,1.0,1.0,3.0
property-house-vic-reservoir-147416080,6.0,0.0,2.0,3.0
property-house-vic-reservoir-147416100,6.0,0.0,1.0,2.0
property-house-vic-reservoir-147423108,9.0,1.0,2.0,2.0
property-house-vic-reservoir-147426880,9.0,0.0,1.0,4.0
property-house-vic-reservoir-147428472,9.0,1.0,2.0,3.0
property-house-vic-reservoir-147430716,10.0,1.0,2.0,3.0
property-house-vic-reservoir-147431512,8.0,1.0,2.0,3.0
property-house-vic-reservoir-147473364,10.0,1.0,2.0,2.0
property-house-vic-reservoir-147476180,5.0,2.0,2.0,0.0
property-house-vic-reservoir-147476496,12.0,1.0,2.0,3.0
property-house-vic-reservoir-147480312,12.0,1.0,2.0,1.0
property-house-vic-reservoir-147480428,9.0,0.0,2.0,3.0
property-house-vic-reservoir-147491688,8.0,1.0,3.0,3.0
property-house-vic-reservoir-147493392,11.0,0.0,2.0,4.0
property-house-vic-reservoir-147499608,6.0,1.0,1.0,3.0
property-house-vic-reservoir-147504712,8.0,1.0,3.0,3.0
property-house-vic-reservoir-147507744,6.0,1.0,1.0,3.0
property-house-vic-reservoir-147522448,7.0,1.0,2.0,3.0
property-house-vic-reservoir-147543788,8.0,1.0,3.0,3.0
property-house-vic-reservoir-147559280,5.0,2.0,1.0,2.0
property-house-vic-reservoir-147596372,5.0,0.0,0.0,1.0
property-house-vic-reservoir-147603392,6.0,0.0,2.0,2.0
property-house-vic-reservoir-147624128,5.0,2.0,2.0,0.0
property-house-vic-reservoir-147666976,6.0,1.0,2.0,0.0
property-house-vic-reservoir-147666996,6.0,1.0,2.0,3.0
property-house-vic-reservoir-147680732,6.0,1.0,2.0,2.0
property-house-vic-reservoir-147707844,6.0,2.0,2.0,1.0
property-house-vic-reservoir-147723244,4.0,1.0,2.0,2.0
property-house-vic-reservoir-147723548,7.0,1.0,2.0,3.0
property-house-vic-reservoir-147728720,9.0,1.0,2.0,2.0
property-house-vic-reservoir-147728884,5.0,1.0,0.0,2.0
property-house-vic-reservoir-147730168,5.0,2.0,2.0,0.0
property-house-vic-reservoir-147743436,6.0,2.0,3.0,4.0
property-house-vic-reservoir-147743712,9.0,1.0,2.0,0.0
property-house-vic-reservoir-147744752,6.0,1.0,2.0,0.0
property-house-vic-reservoir-147745100,12.0,1.0,2.0,3.0
property-house-vic-reservoir-147754632,11.0,0.0,2.0,3.0
property-house-vic-reservoir-147787532,4.0,1.0,2.0,1.0
property-house-vic-reservoir-147789576,5.0,2.0,2.0,0.0
property-house-vic-reservoir-147794820,9.0,0.0,2.0,3.0
property-house-vic-reservoir-147797896,6.0,1.0,2.0,0.0
property-house-vic-reservoir-147829608,6.0,0.0,2.0,2.0
property-house-vic-reservoir-147829628,5.0,1.0,0.0,2.0
property-house-vic-reservoir-147833588,7.0,0.0,2.0,3.0
property-house-vic-reservoir-147835440,6.0,2.0,2.0,0.0
property-house-vic-reservoir-147846176,7.0,0.0,2.0,3.0
property-house-vic-reservoir-147853596,8.0,1.0,1.0,2.0
property-house-vic-reservoir-147855348,12.0,1.0,2.0,2.0
property-house-vic-reservoir-147877692,6.0,1.0,2.0,3.0
property-house-vic-reservoir-147877736,7.0,1.0,2.0,3.0
property-house-vic-reservoir-147879352,7.0,1.0,1.0,2.0
property-house-vic-reservoir-147884748,6.0,2.0,2.0,2.0
property-house-vic-reservoir-147892620,7.0,1.0,4.0,3.0
property-house-vic-reservoir-147902628,4.0,2.0,1.0,1.0
property-house-vic-reservoir-147910804,8.0,1.0,2.0,0.0
property-house-vic-reservoir-147921252,8.0,1.0,3.0,3.0
property-house-vic-reservoir-147926184,6.0,2.0,2.0,0.0
