URL,Suburb ,Postcode,Address,Latitude,Longitude,Bedroom,Bathroom ,Type ,Car Park space,Last sold date,Land size,Land size unit,Y = Sold price
property-house-vic-oakleigh-129785730,Oakleigh,3166,134a Atherton Road,-37.900181,145.098982,3,2,house,2,2019-02-11,350,m2,"$1,100,000"
property-apartment-vic-oakleigh-130474918,Oakleigh,3166,23/119 Atkinson Street,-37.897556,145.092233,2,1,apartment,1,2019-02-11,,,"$444,000"
property-house-vic-oakleigh-128568082,Oakleigh,3166,14 Leroux Street,-37.895373,145.104875,3,2,house,2,2019-02-06,688,m2,"$1,070,000"
property-apartment-vic-oakleigh-129864950,Oakleigh,3166,10/2 Albert Avenue,-37.898281,145.093599,2,2,apartment,1,2019-01-30,,,"$596,000"
property-house-vic-oakleigh-130304906,Oakleigh,3166,34 Hatter Street,-37.90647,145.088075,4,1,house,2,2019-01-21,533,m2,"$1,098,000"
property-house-vic-oakleigh-129779382,Oakleigh,3166,19 William Street,-37.902307,145.102878,4,2,house,2,2019-01-08,,,"$1,080,000"
property-apartment-vic-oakleigh-130020606,Oakleigh,3166,503/63-65 Atherton Road,-37.898873,145.092702,2,2,apartment,1,2018-12-18,,,"$561,000"
property-unit-vic-oakleigh-129920034,Oakleigh,3166,3/7 Albert Avenue,-37.897646,145.094383,2,1,unit,1,2018-12-18,,,"$530,000"
property-unit-vic-oakleigh-129871126,Oakleigh,3166,27 George Street,-37.902972,145.101795,2,1,unit,1,2018-12-08,261,m2,"$730,000"
property-townhouse-vic-oakleigh-129757002,Oakleigh,3166,106B Burlington Street,-37.903533,145.102122,3,2,townhouse,2,2018-11-28,207,m2,"$855,500"
property-house-vic-oakleigh-129484894,Oakleigh,3166,1/14-16 Grant Street,-37.898277,145.098465,3,2,house,2,2018-11-27,,,"$791,000"
property-house-vic-oakleigh-129416566,Oakleigh,3166,45 Edward Street,-37.905653,145.103193,3,2,house,1,2018-11-02,520,m2,"$911,000"
property-unit-vic-oakleigh-129471890,Oakleigh,3166,2/33 Young Street,-37.909668,145.094644,3,1,unit,2,2018-10-28,,,"$766,000"
property-residential land-vic-oakleigh-202218746,Oakleigh,3166,178 Atherton Road,-37.900859,145.103263,,,residential land,,2018-10-23,708,m2,"$1,100,000"
property-unit-vic-oakleigh-129258374,Oakleigh,3166,3/32 Golf Links Avenue,-37.907013,145.091436,2,1,unit,1,2018-10-06,,,"$582,500"
property-unit-vic-oakleigh-129163922,Oakleigh,3166,3/46 Abbeygate Street,-37.908217,145.08985,2,2,unit,1,2018-09-22,95,m2,"$610,000"
property-apartment-vic-oakleigh-115132511,Oakleigh,3166,10/119 Atkinson Street,-37.897556,145.092233,2,1,apartment,1,2018-09-22,,,"$570,000"
property-house-vic-oakleigh-128855906,Oakleigh,3166,27 Golf Links Avenue,-37.906785,145.090724,3,1,house,2,2018-09-14,,,"$925,000"
property-house-vic-oakleigh-128917558,Oakleigh,3166,7 Gadd Street,-37.908097,145.096824,3,1,house,2,2018-08-29,652,m2,"$1,101,000"
property-house-vic-oakleigh-128863694,Oakleigh,3166,21 Dalgety Street,-37.891564,145.090684,4,2,house,2,2018-08-18,641,m2,"$1,601,000"
property-apartment-vic-oakleigh-129005810,Oakleigh,3166,401/61-63 Atherton Road,-37.898722,145.092058,2,2,apartment,1,2018-08-18,,,"$580,000"
property-house-vic-oakleigh-128810626,Oakleigh,3166,6 Young Street,-37.907241,145.095679,3,1,house,2,2018-08-14,638,m2,"$1,175,000"
property-house-vic-oakleigh-128829854,Oakleigh,3166,40 Andrew Street,-37.909651,145.094166,2,1,house,2,2018-08-11,676,m2,"$1,165,000"
property-apartment-vic-oakleigh-128778246,Oakleigh,3166,2/13 Logie Street,-37.894158,145.090092,1,1,apartment,1,2018-08-08,,,"$387,000"
property-house-vic-oakleigh-128802462,Oakleigh,3166,1/1A Connell Road,-37.900512,145.098341,3,2,house,1,2018-08-04,,,"$995,000"
property-house-vic-oakleigh-128698726,Oakleigh,3166,38 Clyde Street,-37.898467,145.095823,3,1,house,2,2018-07-28,547,m2,"$1,335,000"
property-house-vic-oakleigh-128672026,Oakleigh,3166,2 Heath Avenue,-37.901709,145.09601,4,2,house,2,2018-07-21,684,m2,"$1,200,000"
property-house-vic-oakleigh-128672062,Oakleigh,3166,39 Burlington Street,-37.902086,145.095929,3,1,house,,2018-07-21,575,m2,"$826,000"
property-apartment-vic-oakleigh-128151378,Oakleigh,3166,213/19-21 Hanover Street,-37.900843,145.091641,1,1,apartment,1,2018-07-03,,,"$370,000"
property-unit-vic-oakleigh-128499830,Oakleigh,3166,2/2 Parer Street,-37.909195,145.098559,2,2,unit,2,2018-06-30,385,m2,"$660,000"
property-house-vic-oakleigh-128504546,Oakleigh,3166,12 Lincoln Avenue,-37.898828,145.099709,3,2,house,1,2018-06-28,562,m2,"$942,200"
property-house-vic-oakleigh-125070154,Oakleigh,3166,141 Atherton Road,-37.899751,145.099331,4,3,house,4,2018-06-27,691,m2,"$1,670,000"
property-house-vic-oakleigh-128439330,Oakleigh,3166,16 Raymond Court,-37.891986,145.10362,4,2,house,5,2018-06-23,697,m2,"$1,278,000"
property-house-vic-oakleigh-128347662,Oakleigh,3166,15 Davey Avenue,-37.902587,145.088382,5,2,house,4,2018-06-20,674,m2,"$1,550,000"
property-house-vic-oakleigh-128426390,Oakleigh,3166,781 Warrigal Road,-37.889173,145.089335,3,1,house,1,2018-06-16,,,"$1,030,000"
property-unit-vic-oakleigh-128322074,Oakleigh,3166,2/25 Grant Street,-37.898662,145.097455,3,1,unit,2,2018-06-02,429,m2,"$1,000,000"
property-apartment-vic-oakleigh-127382450,Oakleigh,3166,610/19-21 Hanover Street,-37.900843,145.091641,2,2,apartment,1,2018-05-31,,,"$515,000"
property-apartment-vic-oakleigh-128254646,Oakleigh,3166,6/110 Atherton Road,-37.900011,145.096352,2,1,apartment,1,2018-05-30,,,"$555,000"
property-flat-vic-oakleigh-128241506,Oakleigh,3166,3/105 Atherton Road,-37.89926,145.095539,2,1,flat,1,2018-05-24,,,"$428,888"
property-house-vic-oakleigh-127940890,Oakleigh,3166,33 Tamar Grove,-37.898385,145.096314,4,2,house,1,2018-05-04,,,"$1,430,000"
property-house-vic-oakleigh-128017134,Oakleigh,3166,5 Andrew Street,-37.906121,145.094162,3,1,house,2,2018-05-01,,,"$1,182,500"
property-apartment-vic-oakleigh-128151078,Oakleigh,3166,409/19-21 Hanover Street,-37.900843,145.091641,1,1,apartment,1,2018-04-29,,,"$405,000"
property-house-vic-oakleigh-128016294,Oakleigh,3166,60 Abbeygate Street,-37.909116,145.08968,3,2,house,2,2018-04-28,,,"$1,437,000"
property-house-vic-oakleigh-127522498,Oakleigh,3166,53 William Street,-37.905448,145.102274,3,2,house,3,2018-04-17,,,"$1,130,000"
property-house-vic-oakleigh-127827878,Oakleigh,3166,10 Merbow Street,-37.901378,145.099978,3,1,house,2,2018-04-14,683,m2,"$1,265,000"
property-house-vic-oakleigh-127637794,Oakleigh,3166,1/103 Burlington Street,-37.902956,145.101249,3,2,house,2,2018-03-29,,,"$960,000"
property-house-vic-oakleigh-126191106,Oakleigh,3166,110-112 Warrigal Road,-37.904662,145.086301,6,2,house,4,2018-03-26,1044,m2,"$2,000,000"
property-house-vic-oakleigh-127623686,Oakleigh,3166,2 Allen Street,-37.889778,145.089636,5,3,house,4,2018-03-24,1378,m2,"$2,920,000"
property-house-vic-oakleigh-127688970,Oakleigh,3166,57 Bishop Street,-37.909197,145.092473,2,1,house,2,2018-03-24,607,m2,"$1,227,000"
property-unit-vic-oakleigh-127666382,Oakleigh,3166,2/172 Atherton Road,-37.900782,145.10266,2,1,unit,3,2018-03-24,,,"$742,000"
property-house-vic-oakleigh-127683794,Oakleigh,3166,24 Eastgate Street,-37.905951,145.089229,3,1,house,,2018-03-17,,,"$1,262,000"
property-house-vic-oakleigh-127620438,Oakleigh,3166,37 Andrew Street,-37.909154,145.093597,3,1,house,1,2018-03-17,,,"$1,250,000"
property-townhouse-vic-oakleigh-127414082,Oakleigh,3166,2/14 Gadd Street,-37.909153,145.097306,3,2,townhouse,2,2018-03-15,226,m2,"$1,030,000"
property-house-vic-oakleigh-127468142,Oakleigh,3166,21 Golf Links Avenue,-37.906348,145.090724,4,2,house,4,2018-03-13,,,"$1,600,000"
property-house-vic-oakleigh-127443606,Oakleigh,3166,2 William Street,-37.901157,145.103689,4,2,house,2,2018-03-03,541,m2,"$1,546,000"
property-house-vic-oakleigh-127403522,Oakleigh,3166,4 Best Street,-37.90819,145.092224,4,2,house,2,2018-02-24,508,m2,"$1,580,000"
property-unit-vic-oakleigh-127408418,Oakleigh,3166,2/3 Tamar Grove,-37.896458,145.096729,3,1,unit,1,2018-02-24,,,"$867,000"
property-apartment-vic-oakleigh-127235174,Oakleigh,3166,10/1 Heath Avenue,-37.901027,145.09619,2,1,apartment,1,2018-02-16,65,m2,"$477,000"
property-house-vic-oakleigh-127115410,Oakleigh,3166,22 Heath Avenue,-37.901996,145.098547,4,2,house,2,2018-02-03,,,"$1,445,000"
property-house-vic-oakleigh-126377170,Oakleigh,3166,77 Drummond Street,-37.891041,145.090887,3,1,house,2,2018-01-18,671,m2,"$1,260,000"
property-house-vic-oakleigh-126924846,Oakleigh,3166,26 Tamar Grove,-37.898272,145.097035,2,1,house,,2017-12-02,,,"$1,011,000"
property-house-vic-oakleigh-126919502,Oakleigh,3166,1/29 Heath Avenue,-37.90161,145.099899,2,2,house,1,2017-12-02,,,"$750,000"
property-townhouse-vic-oakleigh-126805314,Oakleigh,3166,1/35 Tamar Grove,-37.898511,145.096284,2,2,townhouse,1,2017-11-25,207,m2,"$1,050,000"
property-apartment-vic-oakleigh-126784894,Oakleigh,3166,7/82-86 Atherton Road,-37.899535,145.093755,2,1,apartment,1,2017-11-25,,,"$400,000"
